"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"?GetBackDepth@PGUITRDisplayContext@@UAEMXZ","10005a10","Function","1","PGUITRDisplayContext::GetBackDepth","","?GetBackDepth@PGUITRDisplayContext@@UAEMXZ"
"Ordinal_54","10005a20","Function","1","PGUITRDisplayContext::DrawPostpone","","Ordinal_54"
"DrawPostpone","10005a20","Function","1","PGUITRDisplayContext::DrawPostpone","void","void DrawPostpone(PGUITRDisplayContext * this)"
"?DrawPostpone@PGUITRDisplayContext@@UAEXXZ","10005a20","Function","1","PGUITRDisplayContext::DrawPostpone","","?DrawPostpone@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_56","10005a30","Function","1","PGUITRDisplayContext::EndPostpone","","Ordinal_56"
"EndPostpone","10005a30","Function","1","PGUITRDisplayContext::EndPostpone","void","void EndPostpone(PGUITRDisplayContext * this)"
"?EndPostpone@PGUITRDisplayContext@@UAEXXZ","10005a30","Function","1","PGUITRDisplayContext::EndPostpone","","?EndPostpone@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_27","10005a40","Function","1","PGUITRDisplayContext::BeginPostpone","","Ordinal_27"
"BeginPostpone","10005a40","Function","1","PGUITRDisplayContext::BeginPostpone","void","void BeginPostpone(PGUITRDisplayContext * this)"
"?BeginPostpone@PGUITRDisplayContext@@UAEXXZ","10005a40","Function","1","PGUITRDisplayContext::BeginPostpone","","?BeginPostpone@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_57","10005a50","Function","1","PGUITRDisplayContext::EndScene","","Ordinal_57"
"EndScene","10005a50","Function","1","PGUITRDisplayContext::EndScene","void","void EndScene(PGUITRDisplayContext * this)"
"?EndScene@PGUITRDisplayContext@@UAEXXZ","10005a50","Function","1","PGUITRDisplayContext::EndScene","","?EndScene@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_44","10005a70","Function","0","PGUITRDisplayContext::DeinitialiseStatic","","Ordinal_44"
"DeinitialiseStatic","10005a70","Function","0","PGUITRDisplayContext::DeinitialiseStatic","void","void DeinitialiseStatic(void)"
"?DeinitialiseStatic@PGUITRDisplayContext@@CGXXZ","10005a70","Function","0","PGUITRDisplayContext::DeinitialiseStatic","","?DeinitialiseStatic@PGUITRDisplayContext@@CGXXZ"
"Ordinal_105","10005a80","Function","0","PGUITRDisplayContext::InitialiseStatic","","Ordinal_105"
"InitialiseStatic","10005a80","Function","0","PGUITRDisplayContext::InitialiseStatic","void","void InitialiseStatic(void)"
"?InitialiseStatic@PGUITRDisplayContext@@CGXXZ","10005a80","Function","0","PGUITRDisplayContext::InitialiseStatic","","?InitialiseStatic@PGUITRDisplayContext@@CGXXZ"
"Ordinal_40","10005a90","Function","1","PGUITRDisplayContext::CreateObjectInPlace","","Ordinal_40"
"CreateObjectInPlace","10005a90","Function","1","PGUITRDisplayContext::CreateObjectInPlace","TObject *","TObject * CreateObjectInPlace(void * param_1)"
"?CreateObjectInPlace@PGUITRDisplayContext@@CGPAVTObject@Toshi@@PAX@Z","10005a90","Function","1","PGUITRDisplayContext::CreateObjectInPlace","","?CreateObjectInPlace@PGUITRDisplayContext@@CGPAVTObject@Toshi@@PAX@Z"
"Ordinal_36","10005ab0","Function","0","PGUITRDisplayContext::CreateObject","","Ordinal_36"
"CreateObject","10005ab0","Function","0","PGUITRDisplayContext::CreateObject","TObject *","TObject * CreateObject(void)"
"?CreateObject@PGUITRDisplayContext@@CGPAVTObject@Toshi@@XZ","10005ab0","Function","0","PGUITRDisplayContext::CreateObject","","?CreateObject@PGUITRDisplayContext@@CGPAVTObject@Toshi@@XZ"
"Ordinal_62","10005ae0","Function","1","PGUITRDisplayContext::GetClass","","Ordinal_62"
"GetClass","10005ae0","Function","1","PGUITRDisplayContext::GetClass","TClass *","TClass * GetClass(PGUITRDisplayContext * this)"
"?GetClass@PGUITRDisplayContext@@UBEAAVTClass@Toshi@@XZ","10005ae0","Function","1","PGUITRDisplayContext::GetClass","","?GetClass@PGUITRDisplayContext@@UBEAAVTClass@Toshi@@XZ"
"FUN_10005af0","10005af0","Function","2","FUN_10005af0","undefined","undefined FUN_10005af0(void * this\, uint param_1)"
"Ordinal_12","10005b10","Function","1","PGUITRFontFactory::Font::~Font","","Ordinal_12"
"~Font","10005b10","Function","1","PGUITRFontFactory::Font::~Font","void","void ~Font(Font * this)"
"??1Font@PGUITRFontFactory@@QAE@XZ","10005b10","Function","1","PGUITRFontFactory::Font::~Font","","??1Font@PGUITRFontFactory@@QAE@XZ"
"Ordinal_77","10005b40","Function","1","PGUITRFontFactory::Font::GetName","","Ordinal_77"
"GetName","10005b40","Function","1","PGUITRFontFactory::Font::GetName","TPCString *","TPCString * GetName(Font * this)"
"?GetName@Font@PGUITRFontFactory@@QBEABVTPCString@Toshi@@XZ","10005b40","Function","1","PGUITRFontFactory::Font::GetName","","?GetName@Font@PGUITRFontFactory@@QBEABVTPCString@Toshi@@XZ"
"Ordinal_70","10005b50","Function","1","PGUITRFontFactory::GetFontCount","","Ordinal_70"
"GetFontCount","10005b50","Function","1","PGUITRFontFactory::GetFontCount","int","int GetFontCount(PGUITRFontFactory * this)"
"?GetFontCount@PGUITRFontFactory@@QBEHXZ","10005b50","Function","1","PGUITRFontFactory::GetFontCount","","?GetFontCount@PGUITRFontFactory@@QBEHXZ"
"Ordinal_117","10005b60","Function","7","PGUITRDisplayContext::MirrorUV","","Ordinal_117"
"MirrorUV","10005b60","Function","7","PGUITRDisplayContext::MirrorUV","void","void MirrorUV(PGUITRDisplayContext * this\, float * param_1\, float * param_2\, float * param_3\, float * param_4\, bool param_5\, bool param_6)"
"?MirrorUV@PGUITRDisplayContext@@IAEXAAM000_N1@Z","10005b60","Function","7","PGUITRDisplayContext::MirrorUV","","?MirrorUV@PGUITRDisplayContext@@IAEXAAM000_N1@Z"
"Ordinal_87","10005bb0","Function","1","PGUITRDisplayContext::GetShader","","Ordinal_87"
"GetShader","10005bb0","Function","1","PGUITRDisplayContext::GetShader","TSpriteShader *","TSpriteShader * GetShader(PGUITRDisplayContext * this)"
"?GetShader@PGUITRDisplayContext@@QBEPAVTSpriteShader@Toshi@@XZ","10005bb0","Function","1","PGUITRDisplayContext::GetShader","","?GetShader@PGUITRDisplayContext@@QBEPAVTSpriteShader@Toshi@@XZ"
"Ordinal_71","10005bc0","Function","1","PGUITRDisplayContext::GetFontFactory","","Ordinal_71"
"GetFontFactory","10005bc0","Function","1","PGUITRDisplayContext::GetFontFactory","PGUITRFontFactory *","PGUITRFontFactory * GetFontFactory(PGUITRDisplayContext * this)"
"?GetFontFactory@PGUITRDisplayContext@@QAEPAVPGUITRFontFactory@@XZ","10005bc0","Function","1","PGUITRDisplayContext::GetFontFactory","","?GetFontFactory@PGUITRDisplayContext@@QAEPAVPGUITRFontFactory@@XZ"
"Ordinal_92","10005bd0","Function","1","PGUITRDisplayContext::GetTextureFactory","","Ordinal_92"
"GetTextureFactory","10005bd0","Function","1","PGUITRDisplayContext::GetTextureFactory","PGUITRTextureFactory *","PGUITRTextureFactory * GetTextureFactory(PGUITRDisplayContext * this)"
"?GetTextureFactory@PGUITRDisplayContext@@QAEPAVPGUITRTextureFactory@@XZ","10005bd0","Function","1","PGUITRDisplayContext::GetTextureFactory","","?GetTextureFactory@PGUITRDisplayContext@@QAEPAVPGUITRTextureFactory@@XZ"
"Ordinal_85","10005be0","Function","1","PGUITRDisplayContext::GetScaleY","","Ordinal_85"
"GetScaleY","10005be0","Function","1","PGUITRDisplayContext::GetScaleY","float","float GetScaleY(PGUITRDisplayContext * this)"
"?GetScaleY@PGUITRDisplayContext@@QBEMXZ","10005be0","Function","1","PGUITRDisplayContext::GetScaleY","","?GetScaleY@PGUITRDisplayContext@@QBEMXZ"
"Ordinal_84","10005bf0","Function","1","PGUITRDisplayContext::GetScaleX","","Ordinal_84"
"GetScaleX","10005bf0","Function","1","PGUITRDisplayContext::GetScaleX","float","float GetScaleX(PGUITRDisplayContext * this)"
"?GetScaleX@PGUITRDisplayContext@@QBEMXZ","10005bf0","Function","1","PGUITRDisplayContext::GetScaleX","","?GetScaleX@PGUITRDisplayContext@@QBEMXZ"
"Ordinal_141","10005c00","Function","2","PGUITRDisplayContext::SetScaleY","","Ordinal_141"
"SetScaleY","10005c00","Function","2","PGUITRDisplayContext::SetScaleY","void","void SetScaleY(PGUITRDisplayContext * this\, float param_1)"
"?SetScaleY@PGUITRDisplayContext@@QAEXM@Z","10005c00","Function","2","PGUITRDisplayContext::SetScaleY","","?SetScaleY@PGUITRDisplayContext@@QAEXM@Z"
"Ordinal_140","10005c10","Function","2","PGUITRDisplayContext::SetScaleX","","Ordinal_140"
"SetScaleX","10005c10","Function","2","PGUITRDisplayContext::SetScaleX","void","void SetScaleX(PGUITRDisplayContext * this\, float param_1)"
"?SetScaleX@PGUITRDisplayContext@@QAEXM@Z","10005c10","Function","2","PGUITRDisplayContext::SetScaleX","","?SetScaleX@PGUITRDisplayContext@@QAEXM@Z"
"Ordinal_80","10005c20","Function","1","PGUITRDisplayContext::GetRenderInterface","","Ordinal_80"
"GetRenderInterface","10005c20","Function","1","PGUITRDisplayContext::GetRenderInterface","TRenderInterface *","TRenderInterface * GetRenderInterface(PGUITRDisplayContext * this)"
"?GetRenderInterface@PGUITRDisplayContext@@QBEPAVTRenderInterface@Toshi@@XZ","10005c20","Function","1","PGUITRDisplayContext::GetRenderInterface","","?GetRenderInterface@PGUITRDisplayContext@@QBEPAVTRenderInterface@Toshi@@XZ"
"Ordinal_19","10005c30","Function","1","PGUITRTextureFactory::TextureSet::~TextureSet","","Ordinal_19"
"~TextureSet","10005c30","Function","1","PGUITRTextureFactory::TextureSet::~TextureSet","void","void ~TextureSet(TextureSet * this)"
"??1TextureSet@PGUITRTextureFactory@@QAE@XZ","10005c30","Function","1","PGUITRTextureFactory::TextureSet::~TextureSet","","??1TextureSet@PGUITRTextureFactory@@QAE@XZ"
"Ordinal_11","10005c80","Function","2","PGUITRTextureFactory::TextureSet::TextureSet","","Ordinal_11"
"TextureSet","10005c80","Function","2","PGUITRTextureFactory::TextureSet::TextureSet","undefined","undefined TextureSet(TextureSet * this\, PGUITRTextureFactory * param_1)"
"??0TextureSet@PGUITRTextureFactory@@QAE@PAV1@@Z","10005c80","Function","2","PGUITRTextureFactory::TextureSet::TextureSet","","??0TextureSet@PGUITRTextureFactory@@QAE@PAV1@@Z"
"Ordinal_115","10005ca0","Function","1","PGUITRTextureFactory::Texture::IsValidated","","Ordinal_115"
"IsValidated","10005ca0","Function","1","PGUITRTextureFactory::Texture::IsValidated","bool","bool IsValidated(Texture * this)"
"?IsValidated@Texture@PGUITRTextureFactory@@QAE_NXZ","10005ca0","Function","1","PGUITRTextureFactory::Texture::IsValidated","","?IsValidated@Texture@PGUITRTextureFactory@@QAE_NXZ"
"Ordinal_76","10005cb0","Function","1","PGUITRTextureFactory::Texture::GetMaterial","","Ordinal_76"
"GetMaterial","10005cb0","Function","1","PGUITRTextureFactory::Texture::GetMaterial","TSpriteMaterial *","TSpriteMaterial * GetMaterial(Texture * this)"
"?GetMaterial@Texture@PGUITRTextureFactory@@QBEPAVTSpriteMaterial@Toshi@@XZ","10005cb0","Function","1","PGUITRTextureFactory::Texture::GetMaterial","","?GetMaterial@Texture@PGUITRTextureFactory@@QBEPAVTSpriteMaterial@Toshi@@XZ"
"Ordinal_75","10005cc0","Function","1","PGUITRTextureFactory::Texture::GetHeight","","Ordinal_75"
"GetHeight","10005cc0","Function","1","PGUITRTextureFactory::Texture::GetHeight","int","int GetHeight(Texture * this)"
"?GetHeight@Texture@PGUITRTextureFactory@@QAEHXZ","10005cc0","Function","1","PGUITRTextureFactory::Texture::GetHeight","","?GetHeight@Texture@PGUITRTextureFactory@@QAEHXZ"
"Ordinal_101","10005cd0","Function","1","PGUITRTextureFactory::Texture::GetWidth","","Ordinal_101"
"GetWidth","10005cd0","Function","1","PGUITRTextureFactory::Texture::GetWidth","int","int GetWidth(Texture * this)"
"?GetWidth@Texture@PGUITRTextureFactory@@QAEHXZ","10005cd0","Function","1","PGUITRTextureFactory::Texture::GetWidth","","?GetWidth@Texture@PGUITRTextureFactory@@QAEHXZ"
"Ordinal_144","10005ce0","Function","2","PGUITRTextureFactory::SetTextureRoot","","Ordinal_144"
"SetTextureRoot","10005ce0","Function","2","PGUITRTextureFactory::SetTextureRoot","void","void SetTextureRoot(PGUITRTextureFactory * this\, TCString * param_1)"
"?SetTextureRoot@PGUITRTextureFactory@@QAEXABVTCString@Toshi@@@Z","10005ce0","Function","2","PGUITRTextureFactory::SetTextureRoot","","?SetTextureRoot@PGUITRTextureFactory@@QAEXABVTCString@Toshi@@@Z"
"Ordinal_91","10005d00","Function","1","PGUITRTextureFactory::GetTextureCount","","Ordinal_91"
"GetTextureCount","10005d00","Function","1","PGUITRTextureFactory::GetTextureCount","int","int GetTextureCount(PGUITRTextureFactory * this)"
"?GetTextureCount@PGUITRTextureFactory@@QBEHXZ","10005d00","Function","1","PGUITRTextureFactory::GetTextureCount","","?GetTextureCount@PGUITRTextureFactory@@QBEHXZ"
"Ordinal_72","10005e30","Function","2","PGUITRFontFactory::GetFontID","","Ordinal_72"
"GetFontID","10005e30","Function","2","PGUITRFontFactory::GetFontID","int","int GetFontID(PGUITRFontFactory * this\, TPCString * param_1)"
"?GetFontID@PGUITRFontFactory@@UAEHABVTPCString@Toshi@@@Z","10005e30","Function","2","PGUITRFontFactory::GetFontID","","?GetFontID@PGUITRFontFactory@@UAEHABVTPCString@Toshi@@@Z"
"Ordinal_58","10005fb0","Function","2","PGUITRFontFactory::FindFontID","","Ordinal_58"
"FindFontID","10005fb0","Function","2","PGUITRFontFactory::FindFontID","int","int FindFontID(PGUITRFontFactory * this\, TPCString * param_1)"
"?FindFontID@PGUITRFontFactory@@UAEHABVTPCString@Toshi@@@Z","10005fb0","Function","2","PGUITRFontFactory::FindFontID","","?FindFontID@PGUITRFontFactory@@UAEHABVTPCString@Toshi@@@Z"
"Ordinal_20","10006090","Function","2","PGUITRFontFactory::Font::operator=","","Ordinal_20"
"operator=","10006090","Function","2","PGUITRFontFactory::Font::operator=","Font *","Font * operator=(Font * this\, Font * param_1)"
"??4Font@PGUITRFontFactory@@QAEAAV01@ABV01@@Z","10006090","Function","2","PGUITRFontFactory::Font::operator=","","??4Font@PGUITRFontFactory@@QAEAAV01@ABV01@@Z"
"Ordinal_1","100060d0","Function","2","PGUITRFontFactory::Font::Font","","Ordinal_1"
"Font","100060d0","Function","2","PGUITRFontFactory::Font::Font","undefined","undefined Font(Font * this\, TPCString * param_1)"
"??0Font@PGUITRFontFactory@@QAE@ABVTPCString@Toshi@@@Z","100060d0","Function","2","PGUITRFontFactory::Font::Font","","??0Font@PGUITRFontFactory@@QAE@ABVTPCString@Toshi@@@Z"
"Ordinal_2","100060f0","Function","1","PGUITRFontFactory::Font::Font","","Ordinal_2"
"Font","100060f0","Function","1","PGUITRFontFactory::Font::Font","undefined","undefined Font(Font * this)"
"??0Font@PGUITRFontFactory@@QAE@XZ","100060f0","Function","1","PGUITRFontFactory::Font::Font","","??0Font@PGUITRFontFactory@@QAE@XZ"
"Ordinal_69","10006100","Function","2","PGUITRFontFactory::GetFont","","Ordinal_69"
"GetFont","10006100","Function","2","PGUITRFontFactory::GetFont","Font *","Font * GetFont(PGUITRFontFactory * this\, int param_1)"
"?GetFont@PGUITRFontFactory@@QBEPAVFont@1@H@Z","10006100","Function","2","PGUITRFontFactory::GetFont","","?GetFont@PGUITRFontFactory@@QBEPAVFont@1@H@Z"
"Ordinal_113","10006110","Function","2","PGUITRFontFactory::IsFontIDValid","","Ordinal_113"
"IsFontIDValid","10006110","Function","2","PGUITRFontFactory::IsFontIDValid","bool","bool IsFontIDValid(PGUITRFontFactory * this\, int param_1)"
"?IsFontIDValid@PGUITRFontFactory@@UBE_NH@Z","10006110","Function","2","PGUITRFontFactory::IsFontIDValid","","?IsFontIDValid@PGUITRFontFactory@@UBE_NH@Z"
"Ordinal_73","10006130","Function","2","PGUITRFontFactory::GetFontName","","Ordinal_73"
"GetFontName","10006130","Function","2","PGUITRFontFactory::GetFontName","TPCString *","TPCString * GetFontName(PGUITRFontFactory * this\, int param_1)"
"?GetFontName@PGUITRFontFactory@@UBEABVTPCString@Toshi@@H@Z","10006130","Function","2","PGUITRFontFactory::GetFontName","","?GetFontName@PGUITRFontFactory@@UBEABVTPCString@Toshi@@H@Z"
"Ordinal_33","10006140","Function","2","PGUITRFontFactory::Create","","Ordinal_33"
"Create","10006140","Function","2","PGUITRFontFactory::Create","void","void Create(PGUITRFontFactory * this\, PGUITRDisplayContext * param_1)"
"?Create@PGUITRFontFactory@@QAEXPAVPGUITRDisplayContext@@@Z","10006140","Function","2","PGUITRFontFactory::Create","","?Create@PGUITRFontFactory@@QAEXPAVPGUITRDisplayContext@@@Z"
"Ordinal_14","10006150","Function","1","PGUITRFontFactory::~PGUITRFontFactory","","Ordinal_14"
"~PGUITRFontFactory","10006150","Function","1","PGUITRFontFactory::~PGUITRFontFactory","void","void ~PGUITRFontFactory(PGUITRFontFactory * this)"
"??1PGUITRFontFactory@@UAE@XZ","10006150","Function","1","PGUITRFontFactory::~PGUITRFontFactory","","??1PGUITRFontFactory@@UAE@XZ"
"Ordinal_4","10006180","Function","1","PGUITRFontFactory::PGUITRFontFactory","","Ordinal_4"
"PGUITRFontFactory","10006180","Function","1","PGUITRFontFactory::PGUITRFontFactory","undefined","undefined PGUITRFontFactory(PGUITRFontFactory * this)"
"??0PGUITRFontFactory@@QAE@XZ","10006180","Function","1","PGUITRFontFactory::PGUITRFontFactory","","??0PGUITRFontFactory@@QAE@XZ"
"Ordinal_45","100061b0","Function","0","PGUITRFontFactory::DeinitialiseStatic","","Ordinal_45"
"DeinitialiseStatic","100061b0","Function","0","PGUITRFontFactory::DeinitialiseStatic","void","void DeinitialiseStatic(void)"
"?DeinitialiseStatic@PGUITRFontFactory@@CGXXZ","100061b0","Function","0","PGUITRFontFactory::DeinitialiseStatic","","?DeinitialiseStatic@PGUITRFontFactory@@CGXXZ"
"Ordinal_106","100061c0","Function","0","PGUITRFontFactory::InitialiseStatic","","Ordinal_106"
"InitialiseStatic","100061c0","Function","0","PGUITRFontFactory::InitialiseStatic","void","void InitialiseStatic(void)"
"?InitialiseStatic@PGUITRFontFactory@@CGXXZ","100061c0","Function","0","PGUITRFontFactory::InitialiseStatic","","?InitialiseStatic@PGUITRFontFactory@@CGXXZ"
"Ordinal_41","100061d0","Function","1","PGUITRFontFactory::CreateObjectInPlace","","Ordinal_41"
"CreateObjectInPlace","100061d0","Function","1","PGUITRFontFactory::CreateObjectInPlace","TObject *","TObject * CreateObjectInPlace(void * param_1)"
"?CreateObjectInPlace@PGUITRFontFactory@@CGPAVTObject@Toshi@@PAX@Z","100061d0","Function","1","PGUITRFontFactory::CreateObjectInPlace","","?CreateObjectInPlace@PGUITRFontFactory@@CGPAVTObject@Toshi@@PAX@Z"
"Ordinal_37","100061f0","Function","0","PGUITRFontFactory::CreateObject","","Ordinal_37"
"CreateObject","100061f0","Function","0","PGUITRFontFactory::CreateObject","TObject *","TObject * CreateObject(void)"
"?CreateObject@PGUITRFontFactory@@CGPAVTObject@Toshi@@XZ","100061f0","Function","0","PGUITRFontFactory::CreateObject","","?CreateObject@PGUITRFontFactory@@CGPAVTObject@Toshi@@XZ"
"Ordinal_63","10006220","Function","1","PGUITRFontFactory::GetClass","","Ordinal_63"
"GetClass","10006220","Function","1","PGUITRFontFactory::GetClass","TClass *","TClass * GetClass(PGUITRFontFactory * this)"
"?GetClass@PGUITRFontFactory@@UBEAAVTClass@Toshi@@XZ","10006220","Function","1","PGUITRFontFactory::GetClass","","?GetClass@PGUITRFontFactory@@UBEAAVTClass@Toshi@@XZ"
"Ordinal_7","100062b0","Function","2","PGUITRViewportHandler::PGUITRViewportHandler","","Ordinal_7"
"PGUITRViewportHandler","100062b0","Function","2","PGUITRViewportHandler::PGUITRViewportHandler","undefined","undefined PGUITRViewportHandler(PGUITRViewportHandler * this\, PGUITRRenderObject * param_1)"
"??0PGUITRViewportHandler@@QAE@AAVPGUITRRenderObject@@@Z","100062b0","Function","2","PGUITRViewportHandler::PGUITRViewportHandler","","??0PGUITRViewportHandler@@QAE@AAVPGUITRRenderObject@@@Z"
"Ordinal_118","100062f0","Function","3","PGUITRViewportHandler::OnBeginRenderEvent","","Ordinal_118"
"OnBeginRenderEvent","100062f0","Function","3","PGUITRViewportHandler::OnBeginRenderEvent","bool","bool OnBeginRenderEvent(PGUITRViewportHandler * param_1\, TViewport * param_2\, BeginRenderEvent * param_3)"
"?OnBeginRenderEvent@PGUITRViewportHandler@@SG_NPAV1@PAVTViewport@Toshi@@PAVBeginRenderEvent@23@@Z","100062f0","Function","3","PGUITRViewportHandler::OnBeginRenderEvent","","?OnBeginRenderEvent@PGUITRViewportHandler@@SG_NPAV1@PAVTViewport@Toshi@@PAVBeginRenderEvent@23@@Z"
"Ordinal_121","10006320","Function","3","PGUITRViewportHandler::OnRenderEvent","","Ordinal_121"
"OnRenderEvent","10006320","Function","3","PGUITRViewportHandler::OnRenderEvent","bool","bool OnRenderEvent(PGUITRViewportHandler * param_1\, TViewport * param_2\, RenderEvent * param_3)"
"?OnRenderEvent@PGUITRViewportHandler@@SG_NPAV1@PAVTViewport@Toshi@@PAVRenderEvent@23@@Z","10006320","Function","3","PGUITRViewportHandler::OnRenderEvent","","?OnRenderEvent@PGUITRViewportHandler@@SG_NPAV1@PAVTViewport@Toshi@@PAVRenderEvent@23@@Z"
"Ordinal_120","10006370","Function","3","PGUITRViewportHandler::OnEndRenderEvent","","Ordinal_120"
"OnEndRenderEvent","10006370","Function","3","PGUITRViewportHandler::OnEndRenderEvent","bool","bool OnEndRenderEvent(PGUITRViewportHandler * param_1\, TViewport * param_2\, EndRenderEvent * param_3)"
"?OnEndRenderEvent@PGUITRViewportHandler@@SG_NPAV1@PAVTViewport@Toshi@@PAVEndRenderEvent@23@@Z","10006370","Function","3","PGUITRViewportHandler::OnEndRenderEvent","","?OnEndRenderEvent@PGUITRViewportHandler@@SG_NPAV1@PAVTViewport@Toshi@@PAVEndRenderEvent@23@@Z"
"Ordinal_29","100063a0","Function","1","PGUITRViewportHandler::ConnectEventHandlers","","Ordinal_29"
"ConnectEventHandlers","100063a0","Function","1","PGUITRViewportHandler::ConnectEventHandlers","void","void ConnectEventHandlers(PGUITRViewportHandler * this)"
"?ConnectEventHandlers@PGUITRViewportHandler@@AAEXXZ","100063a0","Function","1","PGUITRViewportHandler::ConnectEventHandlers","","?ConnectEventHandlers@PGUITRViewportHandler@@AAEXXZ"
"Ordinal_49","10006430","Function","1","PGUITRViewportHandler::DisconnectEventHandlers","","Ordinal_49"
"DisconnectEventHandlers","10006430","Function","1","PGUITRViewportHandler::DisconnectEventHandlers","void","void DisconnectEventHandlers(PGUITRViewportHandler * this)"
"?DisconnectEventHandlers@PGUITRViewportHandler@@AAEXXZ","10006430","Function","1","PGUITRViewportHandler::DisconnectEventHandlers","","?DisconnectEventHandlers@PGUITRViewportHandler@@AAEXXZ"
"Ordinal_5","10006460","Function","1","PGUITRRenderObject::PGUITRRenderObject","","Ordinal_5"
"PGUITRRenderObject","10006460","Function","1","PGUITRRenderObject::PGUITRRenderObject","undefined","undefined PGUITRRenderObject(PGUITRRenderObject * this)"
"??0PGUITRRenderObject@@QAE@XZ","10006460","Function","1","PGUITRRenderObject::PGUITRRenderObject","","??0PGUITRRenderObject@@QAE@XZ"
"Ordinal_145","100064a0","Function","2","PGUITRRenderObject::SetViewport","","Ordinal_145"
"SetViewport","100064a0","Function","2","PGUITRRenderObject::SetViewport","TViewport *","TViewport * SetViewport(PGUITRRenderObject * this\, TViewport * param_1)"
"?SetViewport@PGUITRRenderObject@@QAEPAVTViewport@Toshi@@PAV23@@Z","100064a0","Function","2","PGUITRRenderObject::SetViewport","","?SetViewport@PGUITRRenderObject@@QAEPAVTViewport@Toshi@@PAV23@@Z"
"Ordinal_142","10006550","Function","2","PGUITRRenderObject::SetScreen","","Ordinal_142"
"SetScreen","10006550","Function","2","PGUITRRenderObject::SetScreen","TGUIScreen *","TGUIScreen * SetScreen(PGUITRRenderObject * this\, TGUIScreen * param_1)"
"?SetScreen@PGUITRRenderObject@@QAEPAVTGUIScreen@Toshi@@PAV23@@Z","10006550","Function","2","PGUITRRenderObject::SetScreen","","?SetScreen@PGUITRRenderObject@@QAEPAVTGUIScreen@Toshi@@PAV23@@Z"
"Ordinal_86","10006630","Function","1","PGUITRRenderObject::GetScreen","","Ordinal_86"
"GetScreen","10006630","Function","1","PGUITRRenderObject::GetScreen","TGUIScreen *","TGUIScreen * GetScreen(PGUITRRenderObject * this)"
"?GetScreen@PGUITRRenderObject@@QAEPAVTGUIScreen@Toshi@@XZ","10006630","Function","1","PGUITRRenderObject::GetScreen","","?GetScreen@PGUITRRenderObject@@QAEPAVTGUIScreen@Toshi@@XZ"
"Ordinal_99","10006640","Function","1","PGUITRRenderObject::GetViewport","","Ordinal_99"
"GetViewport","10006640","Function","1","PGUITRRenderObject::GetViewport","TViewport *","TViewport * GetViewport(PGUITRRenderObject * this)"
"?GetViewport@PGUITRRenderObject@@QBEPAVTViewport@Toshi@@XZ","10006640","Function","1","PGUITRRenderObject::GetViewport","","?GetViewport@PGUITRRenderObject@@QBEPAVTViewport@Toshi@@XZ"
"Ordinal_119","10006650","Function","1","PGUITRRenderObject::OnDestroy","","Ordinal_119"
"OnDestroy","10006650","Function","1","PGUITRRenderObject::OnDestroy","void","void OnDestroy(PGUITRRenderObject * this)"
"?OnDestroy@PGUITRRenderObject@@UAEXXZ","10006650","Function","1","PGUITRRenderObject::OnDestroy","","?OnDestroy@PGUITRRenderObject@@UAEXXZ"
"Ordinal_34","10006660","Function","2","PGUITRRenderObject::Create","","Ordinal_34"
"Create","10006660","Function","2","PGUITRRenderObject::Create","bool","bool Create(PGUITRRenderObject * this\, int param_1)"
"?Create@PGUITRRenderObject@@UAE_NH@Z","10006660","Function","2","PGUITRRenderObject::Create","","?Create@PGUITRRenderObject@@UAE_NH@Z"
"Ordinal_15","10006680","Function","1","PGUITRRenderObject::~PGUITRRenderObject","","Ordinal_15"
"~PGUITRRenderObject","10006680","Function","1","PGUITRRenderObject::~PGUITRRenderObject","void","void ~PGUITRRenderObject(PGUITRRenderObject * this)"
"??1PGUITRRenderObject@@UAE@XZ","10006680","Function","1","PGUITRRenderObject::~PGUITRRenderObject","","??1PGUITRRenderObject@@UAE@XZ"
"Ordinal_46","100066c0","Function","0","PGUITRRenderObject::DeinitialiseStatic","","Ordinal_46"
"DeinitialiseStatic","100066c0","Function","0","PGUITRRenderObject::DeinitialiseStatic","void","void DeinitialiseStatic(void)"
"?DeinitialiseStatic@PGUITRRenderObject@@CGXXZ","100066c0","Function","0","PGUITRRenderObject::DeinitialiseStatic","","?DeinitialiseStatic@PGUITRRenderObject@@CGXXZ"
"Ordinal_107","100066d0","Function","0","PGUITRRenderObject::InitialiseStatic","","Ordinal_107"
"InitialiseStatic","100066d0","Function","0","PGUITRRenderObject::InitialiseStatic","void","void InitialiseStatic(void)"
"?InitialiseStatic@PGUITRRenderObject@@CGXXZ","100066d0","Function","0","PGUITRRenderObject::InitialiseStatic","","?InitialiseStatic@PGUITRRenderObject@@CGXXZ"
"Ordinal_42","100066e0","Function","1","PGUITRRenderObject::CreateObjectInPlace","","Ordinal_42"
"CreateObjectInPlace","100066e0","Function","1","PGUITRRenderObject::CreateObjectInPlace","TObject *","TObject * CreateObjectInPlace(void * param_1)"
