"Name","Location","FunctionSignature","FunctionSize"
"GetClass","10009cd0","TClass * GetClass(TGUIDeserialisable * this)","6"
"SetMirrorY","10009d40","void SetMirrorY(TGUITextureSection * this\, bool param_1)","29"
"SetMirrorX","10009d60","void SetMirrorX(TGUITextureSection * this\, bool param_1)","27"
"SetWrap","10009d80","void SetWrap(TGUITextureSection * this\, bool param_1)","25"
"SetRotation","10009da0","void SetRotation(TGUITextureSection * this\, ushort param_1)","25"
"SetHeight","10009dc0","void SetHeight(TGUITextureSection * this\, ushort param_1)","12"
"SetWidth","10009dd0","void SetWidth(TGUITextureSection * this\, ushort param_1)","12"
"SetY","10009de0","void SetY(TGUITextureSection * this\, ushort param_1)","12"
"SetX","10009df0","void SetX(TGUITextureSection * this\, ushort param_1)","12"
"SetName","10009e00","void SetName(TGUITextureSection * this\, TPCString * param_1)","64"
"SetTexture","10009e40","void SetTexture(TGUITextureSection * this\, short param_1)","12"
"SetBBox","10009e50","void SetBBox(TGUITextureSection * this\, ushort param_1\, ushort param_2\, ushort param_3\, ushort param_4\, int param_5)","39"
"GetBBox","10009e80","void GetBBox(TGUITextureSection * this\, ushort * param_1\, ushort * param_2\, ushort * param_3\, ushort * param_4\, int param_5)","47"
"GetBBox","10009eb0","void GetBBox(TGUITextureSection * this\, ushort * param_1\, ushort * param_2\, ushort * param_3\, ushort * param_4\, float param_5)","47"
"GetMirrorY","10009ee0","bool GetMirrorY(TGUITextureSection * this)","19"
"GetMirrorX","10009f00","bool GetMirrorX(TGUITextureSection * this)","19"
"GetWrap","10009f20","bool GetWrap(TGUITextureSection * this)","13"
"GetRotation","10009f30","ushort GetRotation(TGUITextureSection * this)","8"
"GetHeight","10009f40","ushort GetHeight(TGUITextureSection * this)","5"
"GetWidth","10009f50","ushort GetWidth(TGUITextureSection * this)","5"
"GetY","10009f60","ushort GetY(TGUITextureSection * this)","5"
"GetX","10009f70","ushort GetX(TGUITextureSection * this)","5"
"GetName","10009f80","TPCString * GetName(TGUITextureSection * this)","6"
"GetTexture","10009f90","short GetTexture(TGUITextureSection * this)","5"
"FUN_10009fa0","10009fa0","int * FUN_10009fa0(void * this\, int * param_1\, int * param_2)","215"
"PushClip","1000a100","void PushClip(TGUIDisplayContext * this\, int param_1\, int param_2\, int param_3\, int param_4)","125"
"PushRotation","1000a180","void PushRotation(TGUIDisplayContext * this\, float param_1)","63"
"DrawFormattedText","1000a1c0","void DrawFormattedText(TGUIDisplayContext * this\, TGUIFormattedText * param_1\, int param_2\, int param_3\, int param_4\, int param_5)","271"
"PopClip","1000a350","void PopClip(TGUIDisplayContext * this)","20"
"~TGUIDisplayContext","1000a370","void ~TGUIDisplayContext(TGUIDisplayContext * this)","13"
"TGUIDisplayContext","1000a380","undefined TGUIDisplayContext(TGUIDisplayContext * this)","76"
"DeinitialiseStatic","1000a3d0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000a3e0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000a3f0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1000a400","TObject * CreateObject(void)","3"
"GetClass","1000a410","TClass * GetClass(TGUIDisplayContext * this)","6"
"FUN_1000a420","1000a420","undefined FUN_1000a420(void * this\, uint param_1)","184"
"GetCurrentTime","1000a4e0","float GetCurrentTime(TGUIDisplayContext * this)","7"
"SetTimeOffset","1000a4f0","void SetTimeOffset(TGUIDisplayContext * this\, float param_1)","19"
"SetCurrentTime","1000a510","void SetCurrentTime(TGUIDisplayContext * this\, float param_1)","13"
"DrawOutlineRectangle","1000a520","void DrawOutlineRectangle(TGUIDisplayContext * this\, TGUIRectangle * param_1\, TGUIColour * param_2)","49"
"DrawOutlineRectangle","1000a560","void DrawOutlineRectangle(TGUIDisplayContext * this\, int param_1\, int param_2\, int param_3\, int param_4\, TGUIColour * param_5)","45"
"DrawFilledRectangle","1000a590","void DrawFilledRectangle(TGUIDisplayContext * this\, TGUIRectangle * param_1\, TGUIColour * param_2)","49"
"DrawFilledRectangle","1000a5d0","void DrawFilledRectangle(TGUIDisplayContext * this\, int param_1\, int param_2\, int param_3\, int param_4\, TGUIColour * param_5)","45"
"DrawTextureSection","1000a600","void DrawTextureSection(TGUIDisplayContext * this\, TGUITextureSection * param_1\, TGUIColour * param_2\, TGUIRectangle * param_3\, TGUIAlignment param_4\, TGUIAlignment param_5)","59"
"DrawTextureSection","1000a640","void DrawTextureSection(TGUIDisplayContext * this\, TGUITextureSection * param_1\, TGUIColour * param_2\, int param_3\, int param_4\, int param_5\, int param_6\, TGUIAlignment param_7\, TGUIAlignment param_8)","60"
"operator=","1000a680","Segment * operator=(Segment * this\, Segment * param_1)","134"
"~Segment","1000a710","void ~Segment(Segment * this)","37"
"Segment","1000a740","undefined Segment(Segment * this\, Segment * param_1)","100"
"Segment","1000a7b0","undefined Segment(Segment * this\, ushort param_1\, ushort param_2\, TGUIColour * param_3\, TGUIFont * param_4\, TPWString * param_5\, TGUIAlignment param_6)","109"
"~TGUIFormattedText","1000a820","void ~TGUIFormattedText(TGUIFormattedText * this)","69"
"SetTemporaryString","1000a870","void SetTemporaryString(TGUIFormattedText * this\, bool param_1)","10"
"IsTemporaryString","1000a880","bool IsTemporaryString(TGUIFormattedText * this)","5"
"GetSegments","1000a890","TNodeList<class_Toshi::TGUIFormattedText::Segment> * GetSegments(TGUIFormattedText * this)","3"
"TGUIFormattedText","1000a8a0","undefined TGUIFormattedText(TGUIFormattedText * this\, bool param_1)","25"
"`default_constructor_closure'","1000a8c0","void `default_constructor_closure'(TGUIFormattedText * this)","12"
"Deserialise","1000a950","bool Deserialise(TGUIFunction * this\, PProperties * param_1)","697"
"Serialise","1000ac10","bool Serialise(TGUIFunction * this\, PProperties * param_1)","669"
"DeinitialiseStatic","1000b150","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000b160","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000b170","TObject * CreateObjectInPlace(void * param_1)","61"
"CreateObject","1000b1b0","TObject * CreateObject(void)","70"
"GetClass","1000b200","TClass * GetClass(TGUISawtoothFunction * this)","6"
"DeinitialiseStatic","1000b210","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000b220","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000b230","TObject * CreateObjectInPlace(void * param_1)","61"
"CreateObject","1000b270","TObject * CreateObject(void)","70"
"GetClass","1000b2c0","TClass * GetClass(TGUISineFunction * this)","6"
"DeinitialiseStatic","1000b2d0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000b2e0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000b2f0","TObject * CreateObjectInPlace(void * param_1)","61"
"CreateObject","1000b330","TObject * CreateObject(void)","70"
"GetClass","1000b380","TClass * GetClass(TGUIConstantFunction * this)","6"
"DeinitialiseStatic","1000b390","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000b3a0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000b3b0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1000b3c0","TObject * CreateObject(void)","3"
"GetClass","1000b3d0","TClass * GetClass(TGUIFunction * this)","6"
"~TGUIEffectManager","1000b3e0","void ~TGUIEffectManager(TGUIEffectManager * this)","13"
"TGUIEffectManager","1000b3f0","undefined TGUIEffectManager(TGUIEffectManager * this)","22"
"DeinitialiseStatic","1000b410","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000b420","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000b430","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","1000b450","TObject * CreateObject(void)","34"
"GetClass","1000b480","TClass * GetClass(TGUIEffectManager * this)","6"
"InitialiseStatic","1000b590","void InitialiseStatic(void)","1288"
"DeinitialiseStatic","1000baa0","void DeinitialiseStatic(void)","169"
"TGUIFont","1000bb50","undefined TGUIFont(TGUIFont * this)","139"
"~TGUIFont","1000bbf0","void ~TGUIFont(TGUIFont * this)","289"
"Deserialise","1000bd20","bool Deserialise(TGUIFont * this\, PProperties * param_1)","1038"
"Serialise","1000c150","bool Serialise(TGUIFont * this\, PProperties * param_1)","684"
"AddGlyph","1000c410","void AddGlyph(TGUIFont * this\, TGUIFontGlyph * param_1)","116"
"RemoveGlyph","1000c490","void RemoveGlyph(TGUIFont * this\, TGUIFontGlyph * param_1)","71"
"AddTexture","1000c4e0","void AddTexture(TGUIFont * this\, short param_1)","353"
"RemoveTexture","1000c650","void RemoveTexture(TGUIFont * this\, short param_1)","159"
"CleanupTextures","1000c6f0","void CleanupTextures(TGUIFont * this)","525"
"GetLowestCharacter","1000c910","ushort GetLowestCharacter(TGUIFont * this)","73"
"GetHighestCharacter","1000c970","ushort GetHighestCharacter(TGUIFont * this)","69"
"GetGlyph","1000c9d0","TGUIFontGlyph * GetGlyph(TGUIFont * this\, TPCString * param_1)","40"
"GetStringDimensions","1000ca00","void GetStringDimensions(TGUIFont * this\, TWString * param_1\, int * param_2\, int * param_3)","118"
"GetCharacterDimensions","1000ca80","void GetCharacterDimensions(TGUIFont * this\, ushort param_1\, int * param_2\, int * param_3)","180"
"CharToString","1000cb40","void CharToString(ushort param_1\, TCString * param_2)","76"
"StringToChar","1000cb90","bool StringToChar(TCString * param_1\, ushort * param_2)","203"
"BreakString","1000cc60","void BreakString(TGUIFont * this\, TWString * param_1\, TGUIFormattedText * param_2\, TGUIAlignment param_3\, TGUIColour * param_4\, int * param_5\, int * param_6\, int param_7\, int param_8)","130"
"BreakStringEuropean","1000ccf0","void BreakStringEuropean(TGUIFont * this\, TWString * param_1\, TGUIFormattedText * param_2\, TGUIAlignment param_3\, TGUIColour * param_4\, int * param_5\, int * param_6\, int param_7\, int param_8)","1545"
"BreakStringJapanese","1000d350","void BreakStringJapanese(TGUIFont * this\, TWString * param_1\, TGUIFormattedText * param_2\, TGUIAlignment param_3\, TGUIColour * param_4\, int * param_5\, int * param_6\, int param_7\, int param_8)","1475"
"TGUIFont","1000d980","undefined TGUIFont(TGUIFont * this\, TGUIFont * param_1)","329"
"FUN_1000dad0","1000dad0","undefined FUN_1000dad0(void * this\, uint param_1)","123"
"~TGUIFontFactory","1000e0b0","void ~TGUIFontFactory(TGUIFontFactory * this)","13"
"TGUIFontFactory","1000e0c0","undefined TGUIFontFactory(TGUIFontFactory * this)","22"
"DeinitialiseStatic","1000e0e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000e0f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000e100","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1000e110","TObject * CreateObject(void)","3"
"GetClass","1000e120","TClass * GetClass(TGUIFontFactory * this)","6"
"IsCharacterDefined","1000e130","bool IsCharacterDefined(TGUIFont * this\, ushort param_1)","69"
"GetGlyph","1000e180","TGUIFontGlyph * GetGlyph(TGUIFont * this\, ushort param_1)","59"
"Create","1000e1c0","bool Create(TGUIFont * this\, TPCString * param_1\, int param_2\, int param_3)","84"
"Clone","1000e220","TGUIFont * Clone(TGUIFont * this)","43"
"GetPropertyInfoOrderedSet","1000e250","TSortedArray<class_Toshi::TGUIPropertySpec*\,struct_Toshi::TGUIPropertySpec::Comparator> * GetPropertyInfoOrderedSet(TGUIFont * this)","6"
"GetPropertyInfoSet","1000e260","TArray<class_Toshi::TGUIPropertySpec*> * GetPropertyInfoSet(TGUIFont * this)","6"
"CreateObjectInPlace","1000e270","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","1000e290","TObject * CreateObject(void)","34"
"GetClass","1000e2c0","TClass * GetClass(TGUIFont * this)","6"
"FUN_1000e300","1000e300","undefined FUN_1000e300(void * this\, uint param_1)","45"
"FUN_1000e430","1000e430","undefined FUN_1000e430(void * this\, uint param_1)","43"
"FUN_1000e460","1000e460","undefined FUN_1000e460(void * this\, uint param_1)","43"
"FUN_1000e510","1000e510","undefined FUN_1000e510(void * this\, ushort * param_1\, undefined * param_2)","149"
"SetKerningRight","1000e5b0","void SetKerningRight(TGUIFontGlyph * this\, short param_1)","12"
"SetKerningLeft","1000e5c0","void SetKerningLeft(TGUIFontGlyph * this\, short param_1)","12"
"SetBaseline","1000e5d0","void SetBaseline(TGUIFontGlyph * this\, short param_1)","12"
"SetCharacter","1000e5e0","void SetCharacter(TGUIFontGlyph * this\, ushort param_1)","12"
"GetKerningRight","1000e5f0","short GetKerningRight(TGUIFontGlyph * this)","5"
"GetKerningLeft","1000e600","short GetKerningLeft(TGUIFontGlyph * this)","5"
"GetBaseline","1000e610","short GetBaseline(TGUIFontGlyph * this)","5"
"GetCharacter","1000e620","ushort GetCharacter(TGUIFontGlyph * this)","5"
"Clone","1000e630","TGUIFontGlyph * Clone(TGUIFontGlyph * this)","43"
"TGUIFontFactory","1000e660","undefined TGUIFontFactory(TGUIFontFactory * this\, TGUIFontFactory * param_1)","11"
"FUN_1000e670","1000e670","undefined4 FUN_1000e670(void * this\, ushort * param_1)","119"
"FUN_1000e6f0","1000e6f0","undefined FUN_1000e6f0(void * this\, ushort * param_1\, undefined4 * param_2)","149"
"FUN_1000e790","1000e790","int * FUN_1000e790(void * this\, int * param_1\, short * param_2)","146"
"GetTextureList","1000e830","TArray<short> * GetTextureList(TGUIFont * this)","6"
"GetGlyphList","1000e840","TNodeList<class_Toshi::TGUITextureSection> * GetGlyphList(TGUIFont * this)","6"
"SetSpacing","1000e850","void SetSpacing(TGUIFont * this\, int param_1)","10"
"GetSpacing","1000e860","int GetSpacing(TGUIFont * this)","4"
"SetFontHeight","1000e870","void SetFontHeight(TGUIFont * this\, int param_1)","10"
"GetFontHeight","1000e880","int GetFontHeight(TGUIFont * this)","4"
"SetName","1000e890","void SetName(TGUIFont * this\, TPCString * param_1)","64"
"GetName","1000e8d0","TPCString * GetName(TGUIFont * this)","6"
"SetFontID","1000e8e0","void SetFontID(TGUIFont * this\, int param_1)","10"
"GetFontID","1000e8f0","int GetFontID(TGUIFont * this)","4"
"SetScale","1000e900","void SetScale(float param_1\, float param_2)","22"
"GetInterface","1000e920","TGUIInterface * GetInterface(TGUIFont * this)","4"
"SetInterface","1000e930","void SetInterface(TGUIFont * this\, TGUIInterface * param_1)","10"
"GetLabelInternal","1000e940","TLString * GetLabelInternal(TGUIElement * this)","6"
"GetElementTypeName","1000e950","TPCString * GetElementTypeName(ElementType param_1)","16"
"GetElementTypeCount","1000e960","int GetElementTypeCount(void)","6"
"GetParameterID","1000e970","int GetParameterID(TGUIElement * this)","5"
"GetElementType","1000e980","ElementType GetElementType(TGUIElement * this)","3"
"GetFillY","1000e990","Fill GetFillY(TGUIElement * this)","4"
"GetFillX","1000e9a0","Fill GetFillX(TGUIElement * this)","4"
"GetAlignY","1000e9b0","TGUIAlignment GetAlignY(TGUIElement * this)","4"
"GetAlignX","1000e9c0","TGUIAlignment GetAlignX(TGUIElement * this)","4"
"GetColour","1000e9d0","TGUIColour * GetColour(TGUIElement * this)","6"
"GetFont","1000e9e0","TGUIFont * GetFont(TGUIElement * this)","4"
"GetLabel","1000e9f0","TLString * GetLabel(TGUIElement * this)","6"
"GetTextureSection","1000ea00","TGUITextureSection * GetTextureSection(TGUIElement * this)","4"
"operator_delete[]","1000ea10","void operator_delete[](void * param_1)","17"
"operator_delete","1000ea30","void operator_delete(void * param_1)","17"
"operator_new[]","1000ea50","void * operator_new[](uint param_1)","17"
"operator_new","1000ea70","void * operator_new(uint param_1\, void * param_2)","7"
"operator_new","1000ea80","void * operator_new(uint param_1)","17"
"TGUIFontGlyph","1000eaa0","undefined TGUIFontGlyph(TGUIFontGlyph * this\, short param_1\, TPCString * param_2\, int param_3\, int param_4\, int param_5\, int param_6\, ushort param_7\, short param_8\, short param_9\, short param_10)","105"
"Deserialise","1000eb10","bool Deserialise(TGUIFontGlyph * this\, TGUIFont * param_1\, PPropertyValueArray * param_2)","659"
"Serialise","1000edb0","bool Serialise(TGUIFontGlyph * this\, TGUIFont * param_1\, PPropertyValueArray * param_2)","439"
"TGUIFontGlyph","1000ef70","undefined TGUIFontGlyph(TGUIFontGlyph * this\, TGUIFontGlyph * param_1)","65"
"~TGUIFontGlyph","1000efc0","void ~TGUIFontGlyph(TGUIFontGlyph * this)","16"
"TGUIFontGlyph","1000efd0","undefined TGUIFontGlyph(TGUIFontGlyph * this\, ushort param_1)","51"
"TGUIFontGlyph","1000f010","undefined TGUIFontGlyph(TGUIFontGlyph * this)","38"
"FUN_1000f040","1000f040","undefined FUN_1000f040(void * this\, int param_1)","248"
"TGUIInputContext","1000f1c0","undefined TGUIInputContext(TGUIInputContext * this)","54"
"AddContextCommand","1000f200","void AddContextCommand(TGUIInputContext * this\, int param_1)","86"
"RemoveContextCommand","1000f260","void RemoveContextCommand(TGUIInputContext * this\, int param_1)","85"
"UpdateStatusDisplay","1000f2c0","void UpdateStatusDisplay(TGUIInputContext * this)","340"
"IsInput","1000f420","bool IsInput(TGUIInputContext * this\, int param_1\, int param_2)","130"
"GetNextInputMapping","1000f4d0","int GetNextInputMapping(TGUIInputContext * this\, InputEvent * param_1\, Iterator * param_2)","92"
"FUN_1000f530","1000f530","undefined FUN_1000f530(void * this\, uint param_1)","39"
"FindInputMapping","1000f5c0","Iterator FindInputMapping(TGUIInputContext * this\, InputEvent * param_1)","39"
"AddInputMapping","1000f5f0","void AddInputMapping(TGUIInputContext * this\, int param_1\, int param_2)","95"
"SetScreen","1000f650","void SetScreen(TGUIInputContext * this\, TGUIScreen * param_1)","10"
"~TGUIInputContext","1000f660","void ~TGUIInputContext(TGUIInputContext * this)","128"
"DeinitialiseStatic","1000f6f0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1000f700","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1000f710","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1000f720","TObject * CreateObject(void)","3"
"GetClass","1000f730","TClass * GetClass(TGUIInputContext * this)","6"
"GetPaintEmitter","1000f760","TEmitter<class_Toshi::TGUIScreen\,class_Toshi::TGUIScreenPaintEvent> * GetPaintEmitter(TGUIScreen * this)","9"
"GetRolloverEmitter","1000f770","TEmitter<class_Toshi::TGUIScreen\,class_Toshi::TGUIRolloverEvent> * GetRolloverEmitter(TGUIScreen * this)","9"
"GetFocusChangeEmitter","1000f780","TEmitter<class_Toshi::TGUIScreen\,class_Toshi::TGUIFocusChangeEvent> * GetFocusChangeEmitter(TGUIScreen * this)","9"
"GetPointerPositionY","1000f790","int GetPointerPositionY(TGUIScreen * this)","7"
"GetPointerPositionX","1000f7a0","int GetPointerPositionX(TGUIScreen * this)","7"
"GetPointerPosition","1000f7b0","void GetPointerPosition(TGUIScreen * this\, int * param_1\, int * param_2)","27"
"SetPointerSpeed","1000f7d0","void SetPointerSpeed(TGUIScreen * this\, float param_1)","13"
"IsPaintContinued","1000f7e0","bool IsPaintContinued(TGUIScreen * this)","14"
"ContinuePaint","1000f7f0","void ContinuePaint(TGUIScreen * this)","21"
"RestartPaint","1000f810","void RestartPaint(TGUIScreen * this)","12"
"GetFocusGrabWidget","1000f820","TGUIWidget * GetFocusGrabWidget(TGUIScreen * this)","17"
"GetWidgetUnderPointer","1000f840","TGUIWidget * GetWidgetUnderPointer(TGUIScreen * this)","39"
"GetFocusedWidget","1000f870","TGUIWidget * GetFocusedWidget(TGUIScreen * this)","7"
"GetFocusedWindow","1000f880","TGUIWindow * GetFocusedWindow(TGUIScreen * this)","7"
"PopInputManager","1000f890","void PopInputManager(TGUIScreen * this\, TGUIInputManager * param_1)","33"
"PushInputManager","1000f8c0","void PushInputManager(TGUIScreen * this\, TGUIInputManager * param_1)","36"
"GetInputManager","1000f8f0","TGUIInputManager * GetInputManager(TGUIScreen * this)","14"
"IsPointerVisible","1000f900","bool IsPointerVisible(TGUIScreen * this)","8"
"SetPointerVisible","1000f910","void SetPointerVisible(TGUIScreen * this\, bool param_1)","13"
"GetInputContext","1000f920","TGUIInputContext * GetInputContext(TGUIScreen * this)","7"
"GetAudioContext","1000f930","TGUIAudioContext * GetAudioContext(TGUIScreen * this)","7"
"SetAudioContext","1000f940","void SetAudioContext(TGUIScreen * this\, TGUIAudioContext * param_1)","13"
"GetDisplayContext","1000f950","TGUIDisplayContext * GetDisplayContext(TGUIScreen * this)","7"
"SetDisplayContext","1000f960","void SetDisplayContext(TGUIScreen * this\, TGUIDisplayContext * param_1)","13"
"AllowsFocus","1000f970","TGUIWidget * AllowsFocus(TGUIScreen * this\, TGUIWidget * param_1)","7"
"Deserialise","1000f980","bool Deserialise(TGUIScreen * this\, PProperties * param_1)","5"
"Serialise","1000f990","bool Serialise(TGUIScreen * this\, PProperties * param_1)","5"
"GetStaticWidgetInfo","1000f9a0","TGUIWidgetInfo * GetStaticWidgetInfo(void)","6"
"FUN_1000f9b0","1000f9b0","int * FUN_1000f9b0(void * this\, int * param_1\, int * param_2\, undefined * param_3)","288"
"FUN_1000fae0","1000fae0","int * FUN_1000fae0(void * this\, int * param_1\, int * param_2)","266"
"FUN_1000fbf0","1000fbf0","undefined FUN_1000fbf0(void * this\, int param_1\, int param_2)","824"
"FireWidgetAction","1000ff60","void FireWidgetAction(TGUIInputContext * this\, TGUIWidget * param_1\, TGUIWidgetAction * param_2)","3"
"InitialiseStatic","100100f0","void InitialiseStatic(void)","92"
"TGUIInterface","10010150","undefined TGUIInterface(TGUIInterface * this)","570"
"~TGUIInterface","10010390","void ~TGUIInterface(TGUIInterface * this)","635"
"Create","10010620","void Create(TGUIInterface * this)","456"
"AddDefinitionBlock","100107f0","void AddDefinitionBlock(TGUIInterface * this\, TManagedPtr<class_PPropertyBlock> param_1)","107"
"LoadDefinitionFile","10010860","bool LoadDefinitionFile(TGUIInterface * this\, TCString * param_1)","69"
"LoadDefinitionFile","100108b0","bool LoadDefinitionFile(TGUIInterface * this\, TCString * param_1\, TArray<class_Toshi::TPCString> * param_2)","225"
"SaveDefinitionFile","100109a0","bool SaveDefinitionFile(TGUIInterface * this\, TCString * param_1)","112"
"FindWidgetClass","10010a10","TGUIWidgetInfo * FindWidgetClass(TGUIInterface * this\, TPCString * param_1)","61"
"FindLayoutClass","10010a50","TGUILayoutInfo * FindLayoutClass(TGUIInterface * this\, TPCString * param_1)","61"
"FindComponentClass","10010a90","TGUIComponentInfo * FindComponentClass(TGUIInterface * this\, TPCString * param_1)","61"
"FindStyleInstance","10010ad0","TGUIStyle * FindStyleInstance(TGUIInterface * this\, TPCString * param_1)","40"
"FindTopLevelInstance","10010b00","TGUIWidget * FindTopLevelInstance(TGUIInterface * this\, TPCString * param_1\, uint param_2)","131"
"FindTextureSection","10010b90","TGUITextureSection * FindTextureSection(TGUIInterface * this\, TPCString * param_1)","40"
"FindFont","10010bc0","TGUIFont * FindFont(TGUIInterface * this\, TPCString * param_1)","40"
"NewStyleInstance","10010bf0","TGUIStyle * NewStyleInstance(TGUIInterface * this\, TGUIWidgetInfo * param_1\, TPCString * param_2\, TClass * param_3)","126"
"AddTopLevelInstance","10010c70","void AddTopLevelInstance(TGUIInterface * this\, TGUIWidget * param_1\, TSumOfMinterms * param_2)","104"
"AddScreenInstance","10010ce0","void AddScreenInstance(TGUIInterface * this\, TGUIScreen * param_1)","66"
"AddFont","10010d30","void AddFont(TGUIInterface * this\, TGUIFont * param_1)","67"
"AddSku","10010d80","void AddSku(TGUIInterface * this\, TPCString * param_1)","153"
"DeleteTopLevelInstance","10010e20","void DeleteTopLevelInstance(TGUIInterface * this\, TGUIWidget * param_1\, TSumOfMinterms * param_2)","206"
"DeleteScreenInstance","10010ef0","void DeleteScreenInstance(TGUIInterface * this\, TGUIScreen * param_1)","94"
"DeleteTextureSection","10010f50","void DeleteTextureSection(TGUIInterface * this\, TGUITextureSection * param_1)","85"
"DeleteSku","10010fb0","void DeleteSku(TGUIInterface * this\, TPCString * param_1)","150"
"DeleteAllTopLevelInstances","10011050","void DeleteAllTopLevelInstances(TGUIInterface * this)","137"
"DeleteAllScreenInstances","100110e0","void DeleteAllScreenInstances(TGUIInterface * this)","154"
"FindStyleReferences","10011190","TNodeList<struct_Toshi::TGUIInterface::TopLevelInfo> * FindStyleReferences(TGUIInterface * this\, TGUIStyle * param_1)","201"
"FindTextureSectionReferences","10011260","TNodeList<class_Toshi::TNodeWrapper<class_Toshi::TObject>_> * FindTextureSectionReferences(TGUIInterface * this\, TGUITextureSection * param_1)","251"
"FindFontReferences","10011360","TNodeList<class_Toshi::TNodeWrapper<class_Toshi::TGUIStyle>_> * FindFontReferences(TGUIInterface * this\, TGUIFont * param_1)","172"
"AddWidgetClass","10011410","void AddWidgetClass(TGUIWidgetInfo * param_1)","41"
"AddLayoutClass","10011440","void AddLayoutClass(TGUILayoutInfo * param_1)","41"
"AddComponentClass","10011470","void AddComponentClass(TGUIComponentInfo * param_1)","41"
"Error","100114a0","void Error(TGUIInterface * this\, TCString * param_1)","224"
"Error","10011580","void Error(TGUIInterface * this\, TCString * param_1\, TCString * param_2)","226"
"Error","10011670","void Error(TGUIInterface * this\, TWString * param_1)","168"
"Error","10011720","void Error(TGUIInterface * this\, TWString * param_1\, TWString * param_2)","149"
"OnReaderError","100117c0","bool OnReaderError(TGUIInterface * param_1\, PPropertyReader * param_2\, PPropertyReaderParseError * param_3)","181"
"GetSoundFactory","10011a70","TGUISoundFactory * GetSoundFactory(TGUIInterface * this)","4"
"GetFontFactory","10011a80","TGUIFontFactory * GetFontFactory(TGUIInterface * this)","4"
"GetTextureFactory","10011a90","TGUITextureFactory * GetTextureFactory(TGUIInterface * this)","4"
"SetSoundFactory","10011aa0","void SetSoundFactory(TGUIInterface * this\, TGUISoundFactory * param_1)","10"
"SetFontFactory","10011ab0","void SetFontFactory(TGUIInterface * this\, TGUIFontFactory * param_1)","10"
"SetTextureFactory","10011ac0","void SetTextureFactory(TGUIInterface * this\, TGUITextureFactory * param_1)","10"
"GetSkuArray","10011ad0","TArray<class_Toshi::TPCString> * GetSkuArray(TGUIInterface * this)","6"
"GetFontList","10011ae0","TNodeList<class_Toshi::TGUIFont> * GetFontList(TGUIInterface * this)","6"
"GetTextureSectionList","10011af0","TNodeList<class_Toshi::TGUITextureSection> * GetTextureSectionList(TGUIInterface * this)","6"
"GetScreenInstanceList","10011b00","TNodeList<class_Toshi::TGUIWidget> * GetScreenInstanceList(TGUIInterface * this)","6"
"GetTopLevelInstanceList","10011b10","TNodeList<struct_Toshi::TGUIInterface::TopLevelInfo> * GetTopLevelInstanceList(TGUIInterface * this)","6"
"GetStyleInstanceList","10011b20","TNodeList<class_Toshi::TGUIStyle> * GetStyleInstanceList(TGUIInterface * this)","6"
"GetComponentClassList","10011b30","TNodeList<class_Toshi::TGUIComponentInfo> * GetComponentClassList(void)","6"
"GetLayoutClassList","10011b40","TNodeList<class_Toshi::TGUILayoutInfo> * GetLayoutClassList(void)","6"
"GetWidgetClassList","10011b50","TNodeList<class_Toshi::TGUIWidgetInfo> * GetWidgetClassList(void)","6"
"DeleteAllSkus","10011b60","void DeleteAllSkus(TGUIInterface * this)","32"
"DeleteAllFonts","10011b80","void DeleteAllFonts(TGUIInterface * this)","105"
"DeleteAllTextureSections","10011c00","void DeleteAllTextureSections(TGUIInterface * this)","105"
"DeleteAllStyleInstances","10011c80","void DeleteAllStyleInstances(TGUIInterface * this)","105"
"DeleteFont","10011d00","void DeleteFont(TGUIInterface * this\, TGUIFont * param_1)","56"
"DeleteStyleInstance","10011d40","void DeleteStyleInstance(TGUIInterface * this\, TGUIStyle * param_1)","56"
"AddTextureSection","10011d80","TGUITextureSection * AddTextureSection(TGUIInterface * this\, TGUITextureSection * param_1)","36"
"AddStyleInstance","10011db0","void AddStyleInstance(TGUIInterface * this\, TGUIStyle * param_1)","36"
"FindTexture","10011de0","short FindTexture(TGUIInterface * this\, TPCString * param_1)","16"
