"Name","Location","FunctionSignature","FunctionSize"
"StaffRequestTask","004e8910","bool StaffRequestTask(AActualStaffControllerList * this\, AUnit * param_1\, int param_2)","331"
"OperateOnStaff","004e8a90","bool OperateOnStaff(AActualStaffControllerList * this\, FuncDef34 * param_1)","155"
"NumUnclaimedTargets","004e8b40","int NumUnclaimedTargets(AActualStaffControllerList * this)","49"
"UpdateAllServiceTargetPriorityModifiers","004e8b80","void UpdateAllServiceTargetPriorityModifiers(AActualStaffControllerList * this)","86"
"AddServiceTarget","004e8be0","AServiceTarget * AddServiceTarget(AActualStaffControllerList * this\, AUnit * param_1\, TargetType param_2)","161"
"SetServiceTargetPriorityModifiers","004e8c90","void SetServiceTargetPriorityModifiers(AActualStaffControllerList * this\, AServiceTarget * param_1)","120"
"ServiceTargetRemoved","004e8d10","void ServiceTargetRemoved(AActualStaffControllerList * this\, AServiceTarget * param_1)","157"
"ServiceTargetExists","004e8e60","bool ServiceTargetExists(AActualStaffControllerList * this\, AServiceTarget * param_1)","26"
"StaffRemoved","004e8e80","void StaffRemoved(AActualStaffControllerList * this)","4"
"StaffAdded","004e8e90","void StaffAdded(AActualStaffControllerList * this)","4"
"RemoveController","004e8ea0","void RemoveController(AActualStaffControllerList * this\, int param_1)","20"
"Deserialise","004e8ec0","bool Deserialise(AActualStaffControllerList * this\, ASaveData * param_1)","118"
"Serialise","004e8f50","bool Serialise(AActualStaffControllerList * this\, ASaveData * param_1)","27"
"~AActualStaffControllerList","004e8f70","void ~AActualStaffControllerList(AActualStaffControllerList * this)","129"
"DeinitialiseStatic","004e9000","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004e9010","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004e9020","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","004e9030","TObject * CreateObject(void)","3"
"GetClass","004e9040","TClass * GetClass(AActualStaffControllerList * this)","6"
"FUN_004e9050","004e9050","undefined4 FUN_004e9050(void * this\, int param_1)","715"
"FUN_004e9330","004e9330","undefined4 FUN_004e9330(void * this\, int param_1)","330"
"FUN_004e9500","004e9500","int * FUN_004e9500(void * this\, int * param_1\, int * param_2)","141"
"FUN_004e95a0","004e95a0","undefined FUN_004e95a0(void * this\, int * param_1)","134"
"FUN_004e9630","004e9630","undefined FUN_004e9630(void * this\, int * param_1)","134"
"CalculateBasePriority","004e9740","int CalculateBasePriority(ACleanerControllerList * this\, AUnit * param_1\, TargetType param_2)","136"
"CalculateBasePriority","004e97d0","int CalculateBasePriority(ACleanerControllerList * this\, AServiceTarget * param_1)","64"
"CalculatePriorityModifier","004e9810","float CalculatePriorityModifier(ACleanerControllerList * this\, AActualStaffController * param_1\, AUnit * param_2)","125"
"AssignStaffTask","004e9890","bool AssignStaffTask(ACleanerControllerList * this\, AUnit * param_1\, AServiceTarget * param_2)","60"
"CreateNewStaffAux","004e98d0","AUnit * CreateNewStaffAux(ACleanerControllerList * this\, AActualStaffController * param_1)","90"
"~ACleanerControllerList","004e99c0","void ~ACleanerControllerList(ACleanerControllerList * this)","16"
"ACleanerControllerList","004e99d0","undefined ACleanerControllerList(ACleanerControllerList * this)","25"
"DeinitialiseStatic","004e99f0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004e9a00","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004e9a10","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004e9a30","TObject * CreateObject(void)","34"
"GetClass","004e9a60","TClass * GetClass(ACleanerControllerList * this)","6"
"CalculateBasePriority","004e9af0","int CalculateBasePriority(ADinoVetControllerList * this\, AServiceTarget * param_1)","64"
"CreateNewStaffAux","004e9b30","AUnit * CreateNewStaffAux(ADinoVetControllerList * this\, AActualStaffController * param_1)","79"
"AssignStaffTask","004e9c10","bool AssignStaffTask(ADinoVetControllerList * this\, AUnit * param_1\, AServiceTarget * param_2)","20"
"CalculatePriorityModifier","004e9c30","float CalculatePriorityModifier(ADinoVetControllerList * this\, AActualStaffController * param_1\, AUnit * param_2)","9"
"CalculateBasePriority","004e9c40","int CalculateBasePriority(ADinoVetControllerList * this\, AUnit * param_1\, TargetType param_2)","8"
"Deserialise","004e9c50","bool Deserialise(ADinoVetControllerList * this\, ASaveData * param_1)","22"
"Serialise","004e9c70","bool Serialise(ADinoVetControllerList * this\, ASaveData * param_1)","22"
"~ADinoVetControllerList","004e9c90","void ~ADinoVetControllerList(ADinoVetControllerList * this)","16"
"ADinoVetControllerList","004e9ca0","undefined ADinoVetControllerList(ADinoVetControllerList * this)","25"
"DeinitialiseStatic","004e9cc0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004e9cd0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004e9ce0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004e9d00","TObject * CreateObject(void)","34"
"GetClass","004e9d30","TClass * GetClass(ADinoVetControllerList * this)","6"
"ARangerControllerList","004e9dc0","undefined ARangerControllerList(ARangerControllerList * this)","58"
"Serialise","004e9e00","bool Serialise(ARangerControllerList * this\, ASaveData * param_1)","118"
"Deserialise","004e9e80","bool Deserialise(ARangerControllerList * this\, ASaveData * param_1)","184"
"IsBadWeather","004e9f40","bool IsBadWeather(ARangerControllerList * this)","50"
"ShowBadWeatherDialog","004e9f80","void ShowBadWeatherDialog(ARangerControllerList * this\, TEmitter<class_AMessagePopupState\,struct_AMessagePopupState::ResponseEvent> * * param_1)","243"
"AddServiceTargetWithDialog","004ea080","void AddServiceTargetWithDialog(ARangerControllerList * this\, AServiceTarget * param_1)","72"
"StaffAdded","004ea0d0","void StaffAdded(ARangerControllerList * this)","189"
"StaffRemoved","004ea190","void StaffRemoved(ARangerControllerList * this)","198"
"SetUpgrade","004ea260","void SetUpgrade(ARangerControllerList * this\, Upgrade param_1\, bool param_2)","155"
"CalculateBasePriority","004ea300","int CalculateBasePriority(ARangerControllerList * this\, AServiceTarget * param_1)","64"
"AssignStaffTask","004ea340","bool AssignStaffTask(ARangerControllerList * this\, AUnit * param_1\, AServiceTarget * param_2)","427"
"CreateNewStaffAux","004ea4f0","AUnit * CreateNewStaffAux(ARangerControllerList * this\, AActualStaffController * param_1)","136"
"FUN_004ea6b0","004ea6b0","undefined FUN_004ea6b0(int * * param_1)","34"
"FUN_004ea6e0","004ea6e0","undefined FUN_004ea6e0(int * * param_1)","34"
"CalculatePriorityModifier","004ea710","float CalculatePriorityModifier(ARangerControllerList * this\, AActualStaffController * param_1\, AUnit * param_2)","9"
"CalculateBasePriority","004ea720","int CalculateBasePriority(ARangerControllerList * this\, AUnit * param_1\, TargetType param_2)","8"
"~ARangerControllerList","004ea730","void ~ARangerControllerList(ARangerControllerList * this)","16"
"DeinitialiseStatic","004ea740","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004ea750","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004ea760","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004ea780","TObject * CreateObject(void)","34"
"GetClass","004ea7b0","TClass * GetClass(ARangerControllerList * this)","6"
"AServiceTarget","004ea800","undefined AServiceTarget(AServiceTarget * this)","50"
"AServiceTarget","004ea840","undefined AServiceTarget(AServiceTarget * this\, AUnit * param_1\, TargetType param_2\, int param_3\, int param_4)","142"
"~AServiceTarget","004ea8d0","void ~AServiceTarget(AServiceTarget * this)","69"
"Serialise","004ea920","bool Serialise(AServiceTarget * this\, ASaveData * param_1)","129"
"Deserialise","004ea9b0","bool Deserialise(AServiceTarget * this\, ASaveData * param_1)","144"
"GetUnit","004eaa40","AUnit * GetUnit(AServiceTarget * this)","14"
"IsMatch","004eaa50","bool IsMatch(AServiceTarget * this\, AUnit * param_1)","30"
"SetNumModPriorities","004eaa70","void SetNumModPriorities(AServiceTarget * this\, int param_1)","74"
"GetTargetPos","004eaac0","TVector3 GetTargetPos(AServiceTarget * this)","99"
"AVaccinateServiceTarget","004eab30","undefined AVaccinateServiceTarget(AVaccinateServiceTarget * this\, AUnit * param_1)","56"
"IsMatch","004eab70","bool IsMatch(AVaccinateServiceTarget * this\, AServiceTarget * param_1)","112"
"Serialise","004eabe0","bool Serialise(AVaccinateServiceTarget * this\, ASaveData * param_1)","71"
"Deserialise","004eac30","bool Deserialise(AVaccinateServiceTarget * this\, ASaveData * param_1)","64"
"ADeployArtifactServiceTarget","004eac70","undefined ADeployArtifactServiceTarget(ADeployArtifactServiceTarget * this\, TVector3 * param_1\, int param_2)","63"
"Deserialise","004eada0","bool Deserialise(ADeployArtifactServiceTarget * this\, ASaveData * param_1)","46"
"Serialise","004eadd0","bool Serialise(ADeployArtifactServiceTarget * this\, ASaveData * param_1)","46"
"GetArtifactType","004eae00","int GetArtifactType(ADeployArtifactServiceTarget * this)","4"
"GetTargetPos","004eae10","TVector3 * GetTargetPos(ADeployArtifactServiceTarget * this)","6"
"IsValid","004eae20","bool IsValid(ADeployArtifactServiceTarget * this)","6"
"DeinitialiseStatic","004eae30","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004eae40","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004eae50","TObject * CreateObjectInPlace(void * param_1)","32"
"CreateObject","004eae70","TObject * CreateObject(void)","41"
"GetClass","004eaea0","TClass * GetClass(ADeployArtifactServiceTarget * this)","6"
"GetVaccinate","004eaeb0","bool GetVaccinate(AVaccinateServiceTarget * this\, DISEASE_TYPES param_1)","12"
"RemoveVaccine","004eaec0","void RemoveVaccine(AVaccinateServiceTarget * this\, DISEASE_TYPES param_1)","12"
"AddVaccine","004eaed0","void AddVaccine(AVaccinateServiceTarget * this\, DISEASE_TYPES param_1)","12"
"IsValid","004eaee0","bool IsValid(AVaccinateServiceTarget * this)","21"
"IsMatch","004eaf00","bool IsMatch(AVaccinateServiceTarget * this\, AUnit * param_1)","17"
"DeinitialiseStatic","004eaf20","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004eaf30","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004eaf40","TObject * CreateObjectInPlace(void * param_1)","32"
"CreateObject","004eaf60","TObject * CreateObject(void)","41"
"GetClass","004eaf90","TClass * GetClass(AVaccinateServiceTarget * this)","6"
"IsValid","004eafa0","bool IsValid(AServiceTarget * this)","19"
"GetModifiedPriority","004eafc0","float GetModifiedPriority(AServiceTarget * this\, int param_1)","50"
"SetPriorityModifier","004eb000","void SetPriorityModifier(AServiceTarget * this\, int param_1\, float param_2)","17"
"IsMatch","004eb020","bool IsMatch(AServiceTarget * this\, AServiceTarget * param_1)","68"
"DeinitialiseStatic","004eb070","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004eb080","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004eb090","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004eb0b0","TObject * CreateObject(void)","34"
"GetClass","004eb0e0","TClass * GetClass(AServiceTarget * this)","6"
"InitialiseStatic","004eb170","void InitialiseStatic(void)","768"
"AStaffController","004eb470","undefined AStaffController(AStaffController * this)","65"
"Initialise","004eb4c0","void Initialise(AStaffController * this\, AUnit * param_1\, PProperties * param_2)","250"
"Serialise","004eb5c0","bool Serialise(AStaffController * this\, ASaveData * param_1)","134"
"Deserialise","004eb650","bool Deserialise(AStaffController * this\, ASaveData * param_1)","134"
"DebugCreateAllSlaveUnits","004eb6e0","void DebugCreateAllSlaveUnits(AStaffController * this)","69"
"HireStaffButton","004eb730","void HireStaffButton(AStaffController * this\, PPropertyValue * param_1)","71"
"FireStaffButton","004eb780","void FireStaffButton(AStaffController * this\, PPropertyValue * param_1)","239"
"Imp_UpdateControl","004eb870","void Imp_UpdateControl(AStaffController * this\, float param_1)","192"
"OnFireConfirm","004eb940","bool OnFireConfirm(AStaffController * param_1\, AMessagePopupState * param_2\, ResponseEvent * param_3)","82"
"FUN_004ebaf0","004ebaf0","undefined FUN_004ebaf0(int * * param_1)","34"
"FUN_004ebb20","004ebb20","undefined FUN_004ebb20(int * * param_1)","34"
"JumpToStaff","004ebb50","void JumpToStaff(AStaffController * this)","1"
"CanJumpToStaff","004ebb60","bool CanJumpToStaff(AStaffController * this)","3"
"GetAccessorTable","004ebb70","AAccessorTable * GetAccessorTable(AStaffController * this)","6"
"JumpToButton","004ebb80","void JumpToButton(AStaffController * this\, PPropertyValue * param_1)","11"
"CanJumpToButton","004ebb90","void CanJumpToButton(AStaffController * this\, bool * param_1\, bool * param_2)","32"
"CanFireStaffButton","004ebbb0","void CanFireStaffButton(AStaffController * this\, bool * param_1\, bool * param_2)","32"
"CanHireStaffButton","004ebbd0","void CanHireStaffButton(AStaffController * this\, bool * param_1\, bool * param_2)","32"
"GetMonthlyCost","004ebbf0","void GetMonthlyCost(AStaffController * this\, PPropertyValue * param_1)","62"
"GetTotalCost","004ebc30","void GetTotalCost(AStaffController * this\, PPropertyValue * param_1)","21"
"GetNewMonthCost","004ebc50","void GetNewMonthCost(AStaffController * this\, PPropertyValue * param_1)","21"
"GetLastMonthCost","004ebc70","void GetLastMonthCost(AStaffController * this\, PPropertyValue * param_1)","21"
"GetTotalProfit","004ebc90","void GetTotalProfit(AStaffController * this\, PPropertyValue * param_1)","19"
"GetNewMonthProfit","004ebcb0","void GetNewMonthProfit(AStaffController * this\, PPropertyValue * param_1)","19"
"GetLastMonthProfit","004ebcd0","void GetLastMonthProfit(AStaffController * this\, PPropertyValue * param_1)","19"
"GetMaxStaffAc","004ebcf0","void GetMaxStaffAc(AStaffController * this\, PPropertyValue * param_1)","19"
"GetMinStaffAc","004ebd10","void GetMinStaffAc(AStaffController * this\, PPropertyValue * param_1)","19"
"GetNumStaffAc","004ebd30","void GetNumStaffAc(AStaffController * this\, PPropertyValue * param_1)","19"
"CanFireStaff","004ebd50","bool CanFireStaff(AStaffController * this)","12"
"CanHireStaff","004ebd60","bool CanHireStaff(AStaffController * this)","12"
"~AStaffController","004ebd70","void ~AStaffController(AStaffController * this)","27"
"DeinitialiseStatic","004ebd90","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","004ebda0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004ebdc0","TObject * CreateObject(void)","34"
"GetClass","004ebdf0","TClass * GetClass(AStaffController * this)","6"
"Initialise","004ebe80","void Initialise(AAutoLoadingData * this\, AUnit * param_1)","159"
"FindVariableType","004ebf20","AParamNamedType * FindVariableType(AAutoLoadingData * this\, TPCString * param_1)","32"
"SetVariable","004ebf40","void SetVariable(AAutoLoadingData * this\, AParam * param_1\, AParamNamedType * param_2\, AUnit * param_3\, LoadType param_4)","758"
"FUN_004ec370","004ec370","undefined FUN_004ec370(int * * param_1)","34"
"FUN_004ec3a0","004ec3a0","undefined FUN_004ec3a0(int * * param_1)","34"
"LoadFromIni","004ec3d0","bool LoadFromIni(AAutoLoadingData * this\, AUnit * param_1\, char * param_2\, TPCString * param_3)","109"
"LoadFromIni","004ec440","bool LoadFromIni(AAutoLoadingData * this\, AUnit * param_1\, char * param_2\, float * param_3)","109"
"LoadFromIni","004ec4b0","bool LoadFromIni(AAutoLoadingData * this\, AUnit * param_1\, char * param_2\, int * param_3)","109"
"InitialiseAllToshiStatics","004ec520","void InitialiseAllToshiStatics(void)","43"
"~AAutoLoadingData","004ec550","void ~AAutoLoadingData(AAutoLoadingData * this)","27"
"AAutoLoadingData","004ec570","undefined AAutoLoadingData(AAutoLoadingData * this)","33"
"DeinitialiseStatic","004ec5a0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004ec5b0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004ec5c0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","004ec5d0","TObject * CreateObject(void)","3"
"GetClass","004ec5e0","TClass * GetClass(AAutoLoadingData * this)","6"
"AAuxAestheticComponent","004ec690","undefined AAuxAestheticComponent(AAuxAestheticComponent * this)","64"
"Initialise","004ec6d0","void Initialise(AAuxAestheticComponent * this\, AUnit * param_1\, PProperties * param_2)","401"
"PlayRandomItem","004ec870","void PlayRandomItem(AAuxAestheticComponent * this)","46"
"PlayItem","004ec8a0","void PlayItem(AAuxAestheticComponent * this\, APlayItem * param_1)","126"
"Imp_UpdateControl","004ec920","void Imp_UpdateControl(AAuxAestheticComponent * this\, float param_1)","60"
"FUN_004eca30","004eca30","undefined FUN_004eca30(void * this\, uint param_1)","179"
"FUN_004ecb50","004ecb50","undefined FUN_004ecb50(int * * param_1)","34"
"PlayItem","004ecb80","void PlayItem(AAuxAestheticComponent * this\, int param_1)","23"
"~AAuxAestheticComponent","004ecba0","void ~AAuxAestheticComponent(AAuxAestheticComponent * this)","34"
"DeinitialiseStatic","004ecbd0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004ecbe0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004ecbf0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004ecc10","TObject * CreateObject(void)","34"
"GetClass","004ecc40","TClass * GetClass(AAuxAestheticComponent * this)","6"
"FUN_004ecc50","004ecc50","undefined FUN_004ecc50(void * this\, int param_1)","285"
"InitialiseStatic","004ece00","void InitialiseStatic(void)","136"
"AAvoidBeaconComponent","004ece90","undefined AAvoidBeaconComponent(AAvoidBeaconComponent * this)","91"
"Imp_UpdateControl","004ecef0","void Imp_UpdateControl(AAvoidBeaconComponent * this\, float param_1)","680"
"ModifyResponseState","004ed1a0","void ModifyResponseState(AAvoidBeaconComponent * this\, PPropertyValue * param_1)","177"
"GetPowerLeft","004ed260","void GetPowerLeft(AAvoidBeaconComponent * this\, PPropertyValue * param_1)","176"
"Serialise","004ed310","bool Serialise(AAvoidBeaconComponent * this\, ASaveData * param_1)","134"
"Deserialise","004ed3a0","bool Deserialise(AAvoidBeaconComponent * this\, ASaveData * param_1)","191"
"PostDeserialiseLink","004ed460","void PostDeserialiseLink(AAvoidBeaconComponent * this)","46"
"PlayEmitAnimation","004ed490","void PlayEmitAnimation(AAvoidBeaconComponent * this)","61"
"StopEmitAnimation","004ed4d0","void StopEmitAnimation(AAvoidBeaconComponent * this)","48"
"FindBeconParticles","004ed500","AAvoidanceBeconParticles * FindBeconParticles(AAvoidBeaconComponent * this)","89"
"RefreshUnitCache","004ed570","void RefreshUnitCache(AAvoidBeaconComponent * this)","495"
"GetPowerLevel","004ed790","float GetPowerLevel(AAvoidBeaconComponent * this\, BeaconEmitState * param_1\, float * param_2)","150"
"IsDinosInRange","004ed9e0","bool IsDinosInRange(AAvoidBeaconComponent * this)","27"
"IsDamaged","004eda00","bool IsDamaged(AAvoidBeaconComponent * this)","12"
"OnPostCreate","004eda10","void OnPostCreate(AAvoidBeaconComponent * this)","30"
"SetInstantRecharge","004eda30","void SetInstantRecharge(AAvoidBeaconComponent * this\, bool param_1)","10"
"SetDamageLevel","004eda40","void SetDamageLevel(AAvoidBeaconComponent * this\, float param_1)","55"
"GetUpkeepPerMonth","004eda80","void GetUpkeepPerMonth(AAvoidBeaconComponent * this\, PPropertyValue * param_1)","18"
"CanChangeResponseState","004edaa0","void CanChangeResponseState(AAvoidBeaconComponent * this\, bool * param_1\, bool * param_2)","34"
"GetResponseState","004edad0","void GetResponseState(AAvoidBeaconComponent * this\, PPropertyValue * param_1)","37"
"~AAvoidBeaconComponent","004edb00","void ~AAvoidBeaconComponent(AAvoidBeaconComponent * this)","179"
"DeinitialiseStatic","004edbe0","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","004edbf0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004edc10","TObject * CreateObject(void)","34"
"GetClass","004edc40","TClass * GetClass(AAvoidBeaconComponent * this)","6"
"IsAnimationPlaying","004edc50","bool * IsAnimationPlaying(AAvoidBeaconComponent * this)","6"
"IsBeaconState","004edc60","bool IsBeaconState(AAvoidBeaconComponent * this\, BeaconResponseState * param_1)","19"
"IsEmitState","004edc80","bool IsEmitState(AAvoidBeaconComponent * this\, BeaconEmitState * param_1)","19"
"StaticGetAccessorTable","004edca0","AAccessorTable * StaticGetAccessorTable(void)","6"
"GetAccessorTable","004edcb0","AAccessorTable * GetAccessorTable(AAvoidBeaconComponent * this)","6"
"InitialiseStatic","004edd40","void InitialiseStatic(void)","969"
"ACommonBuildingComponent","004ee110","undefined ACommonBuildingComponent(ACommonBuildingComponent * this)","88"
"~ACommonBuildingComponent","004ee170","void ~ACommonBuildingComponent(ACommonBuildingComponent * this)","43"
"GetPathCodeForName","004ee1a0","int GetPathCodeForName(ACommonBuildingComponent * this\, TPCString * param_1)","99"
"GetPathExitDelay","004ee210","float GetPathExitDelay(ACommonBuildingComponent * this\, AUnit * param_1\, int param_2)","52"
"IsPathExitUnlocked","004ee250","bool IsPathExitUnlocked(ACommonBuildingComponent * this\, AUnit * param_1\, int param_2)","99"
"UnitExitedPath","004ee2c0","void UnitExitedPath(ACommonBuildingComponent * this\, AUnit * param_1\, int param_2)","99"
"UnitEnqueuedPath","004ee330","void UnitEnqueuedPath(ACommonBuildingComponent * this\, AUnit * param_1\, int param_2)","60"
"UnitDequeuedPath","004ee370","void UnitDequeuedPath(ACommonBuildingComponent * this\, AUnit * param_1\, int param_2)","56"
"AddDirtiness","004ee3b0","void AddDirtiness(ACommonBuildingComponent * this\, float param_1)","150"
"CleanBuilding","004ee450","void CleanBuilding(ACommonBuildingComponent * this)","45"
"SetCleanNowRequest","004ee480","void SetCleanNowRequest(ACommonBuildingComponent * this\, bool param_1)","60"
"ObtainProfitFromVisitor","004ee4c0","void ObtainProfitFromVisitor(ACommonBuildingComponent * this\, int param_1\, int param_2\, AVisitorInterface * param_3)","129"
"HaveIncomeAndExpense","004ee550","void HaveIncomeAndExpense(ACommonBuildingComponent * this\, int param_1\, int param_2\, MoneyType param_3\, MoneyType param_4)","100"
"HaveIncomeAndExpenseAtPosition","004ee5c0","void HaveIncomeAndExpenseAtPosition(ACommonBuildingComponent * this\, int param_1\, int param_2\, TVector3 * param_3\, MoneyType param_4\, MoneyType param_5)","91"
"UnitEnteredBuilding","004ee620","void UnitEnteredBuilding(ACommonBuildingComponent * this\, AUnit * param_1)","104"
"UnitExitedBuilding","004ee690","void UnitExitedBuilding(ACommonBuildingComponent * this\, AUnit * param_1)","132"
"CanHaveScaredVisitors","004ee720","bool CanHaveScaredVisitors(ACommonBuildingComponent * this)","62"
"CanHaveNormalVisitors","004ee760","bool CanHaveNormalVisitors(ACommonBuildingComponent * this)","44"
"LockScaredVisitors","004ee790","void LockScaredVisitors(ACommonBuildingComponent * this)","49"
"SetHealth","004ee7d0","void SetHealth(ACommonBuildingComponent * this\, int param_1)","49"
"ChangeHealth","004ee810","void ChangeHealth(ACommonBuildingComponent * this\, int param_1)","49"
"SetToFullHealth","004ee850","void SetToFullHealth(ACommonBuildingComponent * this)","89"
"StaffAnimPlayNormal","004ee8b0","void StaffAnimPlayNormal(ACommonBuildingComponent * this\, bool param_1)","52"
"StaffAnimPlayCower","004ee8f0","void StaffAnimPlayCower(ACommonBuildingComponent * this\, bool param_1)","52"
"StaffAnimStopNormal","004ee930","void StaffAnimStopNormal(ACommonBuildingComponent * this)","46"
"StaffAnimStopCower","004ee960","void StaffAnimStopCower(ACommonBuildingComponent * this)","46"
"GetStaffAnim","004ee990","ASeparateAnimation * GetStaffAnim(ACommonBuildingComponent * this)","35"
"Serialise","004ee9c0","bool Serialise(ACommonBuildingComponent * this\, ASaveData * param_1)","278"
"Deserialise","004eeae0","bool Deserialise(ACommonBuildingComponent * this\, ASaveData * param_1)","318"
"Imp_UpdateControl","004eec20","void Imp_UpdateControl(ACommonBuildingComponent * this\, float param_1)","234"
"DinosaurEntered","004eed10","void DinosaurEntered(ACommonBuildingComponent * this)","36"
"DinosaurExited","004eef10","void DinosaurExited(ACommonBuildingComponent * this)","9"
"GetStaticDataClass","004eef20","TClass * GetStaticDataClass(ACommonBuildingComponent * this)","6"
"GetLastMonthCost","004eef30","int GetLastMonthCost(ACommonBuildingComponent * this)","6"
"GetQuarterThroughput","004eef40","int GetQuarterThroughput(ACommonBuildingComponent * this)","4"
"GetQuarterProfit","004eef50","int GetQuarterProfit(ACommonBuildingComponent * this)","4"
"GetAccessorTable","004eef60","AAccessorTable * GetAccessorTable(ACommonBuildingComponent * this)","6"
"GetHealth","004eef70","void GetHealth(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetCapacity","004eef90","void GetCapacity(ACommonBuildingComponent * this\, PPropertyValue * param_1)","23"
"GetPopulation","004eefb0","void GetPopulation(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetAvIncSat","004eefd0","void GetAvIncSat(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetCleanNowRequest","004eeff0","void GetCleanNowRequest(ACommonBuildingComponent * this\, PPropertyValue * param_1)","28"
"GetCleanPriority","004ef010","void GetCleanPriority(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetCleanliness","004ef030","void GetCleanliness(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetTotalThroughput","004ef050","void GetTotalThroughput(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetNewMonthThroughput","004ef070","void GetNewMonthThroughput(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetLastMonthThroughput","004ef090","void GetLastMonthThroughput(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetTotalProfit","004ef0b0","void GetTotalProfit(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetNewMonthProfit","004ef0d0","void GetNewMonthProfit(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"GetLastMonthProfit","004ef0f0","void GetLastMonthProfit(ACommonBuildingComponent * this\, PPropertyValue * param_1)","19"
"StaffAnimSetAutoBlend","004ef110","void StaffAnimSetAutoBlend(ACommonBuildingComponent * this\, bool param_1)","34"
"AddSatChange","004ef140","void AddSatChange(ACommonBuildingComponent * this\, float param_1)","31"
"IsLockedScaredVisitors","004ef160","bool IsLockedScaredVisitors(ACommonBuildingComponent * this)","13"
"HaveExpense","004ef170","void HaveExpense(ACommonBuildingComponent * this\, int param_1\, MoneyType param_2)","26"
"HaveIncome","004ef190","void HaveIncome(ACommonBuildingComponent * this\, int param_1\, MoneyType param_2)","26"
"SetCleanPriority","004ef1b0","void SetCleanPriority(ACommonBuildingComponent * this\, float param_1)","41"
"Initialise","004ef1e0","void Initialise(ACommonBuildingComponent * this\, AUnit * param_1\, PProperties * param_2)","37"
"DeinitialiseStatic","004ef210","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","004ef220","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004ef240","TObject * CreateObject(void)","34"
"GetClass","004ef270","TClass * GetClass(ACommonBuildingComponent * this)","6"
"ACommonBuildingData","004ef490","undefined ACommonBuildingData(ACommonBuildingData * this)","59"
"Initialise","004ef4d0","void Initialise(ACommonBuildingData * this\, PProperties * param_1)","830"
"FUN_004ef870","004ef870","undefined FUN_004ef870(int * * param_1)","66"
"~ACommonBuildingData","004ef8c0","void ~ACommonBuildingData(ACommonBuildingData * this)","16"
"DeinitialiseStatic","004ef8d0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004ef8e0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004ef8f0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004ef910","TObject * CreateObject(void)","34"
"GetClass","004ef940","TClass * GetClass(ACommonBuildingData * this)","6"
"InitialiseStatic","004efc50","void InitialiseStatic(void)","200"
"ASecurityCameraComponent","004efd20","undefined ASecurityCameraComponent(ASecurityCameraComponent * this)","203"
"~ASecurityCameraComponent","004efdf0","void ~ASecurityCameraComponent(ASecurityCameraComponent * this)","119"
"Initialise","004efe70","void Initialise(ASecurityCameraComponent * this\, AUnit * param_1\, PProperties * param_2)","461"
