"Name","Location","FunctionSignature","FunctionSize"
"MakeUpper","1000b900","TCString * MakeUpper(TCString * this)","32"
"IsEmpty","1000b920","bool IsEmpty(TCString * this)","19"
"ExcessLength","1000b940","int ExcessLength(TCString * this)","5"
"Length","1000b950","int Length(TCString * this)","9"
"VFormat","1000b960","TCString * VFormat(TCString * this\, char * param_1\, char * param_2)","78"
"~TCString","1000b9b0","void ~TCString(TCString * this)","10"
"TCString","1000b9c0","undefined TCString(TCString * this\, TWString * param_1)","36"
"TCString","1000b9f0","undefined TCString(TCString * this\, TCString * param_1)","36"
"TCString","1000ba20","undefined TCString(TCString * this\, ushort * param_1)","36"
"TCString","1000ba50","undefined TCString(TCString * this\, char * param_1)","36"
"operator=","1000ba80","TProfilerStarter * operator=(TProfilerStarter * this\, TProfilerStarter * param_1)","105"
"operator=","1000baf0","TProfiler * operator=(TProfiler * this\, TProfiler * param_1)","28"
"ElapsedInMS","1000bb10","double ElapsedInMS(TProfiler * this)","18"
"AddCounterStructs","1000bb30","void AddCounterStructs(TProfiler * this\, undefined param_1\, undefined param_2)","153"
"Add","1000bbd0","void Add(TProfiler * this\, __int64 * param_1\, __int64 * param_2)","91"
"RestartPC","1000bc30","void RestartPC(void)","1"
"IsRunning","1000bc40","bool IsRunning(TProfiler * this)","15"
"~TProfiler","1000bc50","void ~TProfiler(TProfiler * this)","1"
"SetupDynamicImageHelp","1000bd20","void SetupDynamicImageHelp(void)","514"
"AssertHandler","1000bf30","bool AssertHandler(char * param_1\, char * param_2\, int param_3\, bool * param_4)","291"
"PrintIndent","1000c060","void PrintIndent(void)","78"
"OpenDebugFile","1000c0b0","bool OpenDebugFile(char * param_1)","248"
"TDebug_VPrintfDirect","1000c1b0","void TDebug_VPrintfDirect(uint param_1\, char * param_2\, char * param_3)","273"
"TDebug_PrintfUser","1000c2d0","void TDebug_PrintfUser(TUser * param_1\, char * param_2\, ...)","73"
"TDebug_PrintError","1000c320","void TDebug_PrintError(char * param_1\, ...)","78"
"TDebug_PrintWarning","1000c370","void TDebug_PrintWarning(char * param_1\, ...)","78"
"TDebug_Message","1000c3c0","void TDebug_Message(MSGLEVEL param_1\, char * param_2\, ...)","40"
"TDebug_PrintfDirect","1000c3f0","void TDebug_PrintfDirect(char * param_1\, ...)","66"
"TDebug_PrintfDirect","1000c440","void TDebug_PrintfDirect(uint param_1\, char * param_2\, ...)","25"
"TDebug_VPrintf","1000c460","void TDebug_VPrintf(uint param_1\, char * param_2\, char * param_3)","27"
"TDebug_CPrintf","1000c480","void TDebug_CPrintf(int param_1\, char * param_2\, ...)","30"
"TDebug_Printf","1000c4a0","void TDebug_Printf(char * param_1\, ...)","22"
"TDebug_Printf","1000c4c0","void TDebug_Printf(uint param_1\, char * param_2\, ...)","25"
"DebugFilePrintString","1000c4e0","void DebugFilePrintString(char * param_1)","67"
"EnableDebugFile","1000c530","bool EnableDebugFile(bool param_1)","20"
"CloseDebugFile","1000c550","void CloseDebugFile(void)","33"
"DumpCallStackToFile","1000c580","void DumpCallStackToFile(TFile * param_1\, int param_2\, int * param_3\, int param_4)","3"
"DumpCallStack","1000c590","void DumpCallStack(int param_1\, int * param_2\, int param_3)","3"
"GetCallStack","1000c5a0","void GetCallStack(int param_1\, int * param_2)","3"
"IsValidAddress","1000c5b0","bool IsValidAddress(void * param_1)","34"
"ResetOutput","1000c5e0","void ResetOutput(void)","1"
"MemoryDumpAllObjectsSince","1000c5f0","void MemoryDumpAllObjectsSince(MemoryState * param_1)","3"
"MemoryDumpStatistics","1000c600","void MemoryDumpStatistics(MemoryState * param_1)","3"
"MemoryDifference","1000c610","void MemoryDifference(MemoryState * param_1\, MemoryState * param_2\, MemoryState * param_3)","3"
"MemoryCheckPoint","1000c620","void MemoryCheckPoint(MemoryState * param_1)","3"
"operator=","1000c710","TUser * operator=(TUser * this\, TUser * param_1)","29"
"GetUserID","1000c730","short GetUserID(TUser * this)","5"
"GetNameLength","1000c740","short GetNameLength(TUser * this)","5"
"GetName","1000c750","char * GetName(TUser * this)","3"
"IsRegistered","1000c760","bool IsRegistered(TUser * this)","20"
"operator=","1000c780","TUserHandler * operator=(TUserHandler * this\, TUserHandler * param_1)","28"
"GetUser","1000c7a0","TUser * GetUser(TUserHandler * this\, int param_1)","11"
"GetUserCount","1000c7b0","int GetUserCount(TUserHandler * this)","3"
"GetSingleton","1000c7c0","TUserHandler * GetSingleton(void)","6"
"RemoveAll","1000c7d0","void RemoveAll(TGenericDList * this)","50"
"Insert","1000c810","void Insert(TGenericPriList * this\, TNode * param_1)","175"
"InsertTail","1000c8c0","void InsertTail(TGenericPriList * this\, TNode * param_1)","86"
"InsertHead","1000c920","void InsertHead(TGenericPriList * this\, TNode * param_1)","84"
"SetPriority","1000c980","void SetPriority(TGenericPriList * this\, TNode * param_1\, int param_2)","49"
"Load","1000ca40","bool Load(TDLL * this\, TCString * param_1)","133"
"Unload","1000cad0","void Unload(TDLL * this)","39"
"GetAddress","1000cb00","void * GetAddress(TDLL * this\, TCString * param_1)","87"
"GetDLL","1000cb60","void * GetDLL(TDLL * this)","4"
"GetFilename","1000cb70","TCString * GetFilename(TDLL * this)","6"
"~TDLL","1000cb80","void ~TDLL(TDLL * this)","28"
"TDLL","1000cba0","undefined TDLL(TDLL * this)","29"
"operator=","1000cbc0","TDLL * operator=(TDLL * this\, TDLL * param_1)","37"
"TDLL","1000cbf0","undefined TDLL(TDLL * this\, TDLL * param_1)","43"
"Destroy","1000cc20","void Destroy(TGenericEmitter * this)","45"
"Throw","1000cc50","void Throw(TGenericEmitter * this\, void * param_1)","52"
"Connect","1000cc90","void Connect(TGenericListener * this\, TGenericEmitter * param_1\, void * param_2\, FuncDef0 * param_3\, int param_4)","93"
"Disconnect","1000ccf0","void Disconnect(TGenericListener * this)","29"
"~TGenericListener","1000cd10","void ~TGenericListener(TGenericListener * this)","10"
"TGenericListener","1000cd20","undefined TGenericListener(TGenericListener * this\, TGenericEmitter * param_1\, void * param_2\, FuncDef1 * param_3\, int param_4)","54"
"TGenericListener","1000cd60","undefined TGenericListener(TGenericListener * this)","19"
"Create","1000cd80","void Create(TGenericEmitter * this\, void * param_1)","10"
"~TGenericEmitter","1000cd90","void ~TGenericEmitter(TGenericEmitter * this)","19"
"TGenericEmitter","1000cdb0","undefined TGenericEmitter(TGenericEmitter * this\, void * param_1)","26"
"`default_constructor_closure'","1000cdd0","void `default_constructor_closure'(TGenericEmitter * this)","12"
"TFileManager","1000cde0","undefined TFileManager(TFileManager * this)","131"
"~TFileManager","1000ce70","void ~TFileManager(TFileManager * this)","146"
"CreateFile","1000cf10","TFile * CreateFile(TFileManager * this\, TCString * a_sName\, uint param_2)","331"
"SetWorkingDirectory","1000d080","void SetWorkingDirectory(TFileManager * this\, TCString * param_1)","51"
"MountFileSystem","1000d0c0","void MountFileSystem(TFileManager * this\, TFileSystem * param_1)","154"
"UnmountFileSystem","1000d160","void UnmountFileSystem(TFileManager * this\, TFileSystem * param_1)","93"
"FindFileSystem","1000d1c0","TFileSystem * FindFileSystem(TFileManager * this\, TCString * param_1)","49"
"ValidateSystemPath","1000d200","void ValidateSystemPath(TFileManager * this)","365"
"FindFileSystem","1000d3a0","TFileSystem * FindFileSystem(TDList<class_Toshi::TFileSystem\,0> * param_1\, TCString * param_2)","101"
"First","1000d430","bool First(TSysPathIter * this\, TCString * param_1)","93"
"Next","1000d490","bool Next(TSysPathIter * this\, TCString * param_1)","95"
"TFileSystem","1000d4f0","undefined TFileSystem(TFileSystem * this\, char * param_1)","45"
"SetPrefix","1000d520","void SetPrefix(TFileSystem * this\, TCString * param_1)","110"
"Create","1000d590","TFile * Create(TCString * param_1\, uint param_2)","97"
"Destroy","1000d600","void Destroy(TFile * param_1)","85"
"CPrintf","1000d660","int CPrintf(TFile * this\, char * param_1\, ...)","22"
"WPrintf","1000d680","int WPrintf(TFile * this\, ushort * param_1\, ...)","22"
"SimplifyPath","1000d6a0","TCString SimplifyPath(TCString * param_1)","491"
"ConcatPath","1000d8b0","TCString ConcatPath(TCString * param_1\, TCString * param_2)","335"
"SplitPath","1000da00","void SplitPath(TCString * param_1\, TCString * param_2\, TCString * param_3)","181"
"~TFile","1000dac0","void ~TFile(TFile * this)","7"
"TFile","1000dad0","undefined TFile(TFile * this\, TFileSystem * param_1)","18"
"Destroy","1000daf0","void Destroy(TFile * this)","11"
"PrintFileAccess","1000db00","void PrintFileAccess(bool param_1)","3"
"~TFileSystem","1000db10","void ~TFileSystem(TFileSystem * this)","29"
"InvalidateSystemPath","1000db30","void InvalidateSystemPath(TFileManager * this)","4"
"FileSystemRelease","1000db40","void FileSystemRelease(TFileManager * this)","13"
"FileSystemWait","1000db50","void FileSystemWait(TFileManager * this)","15"
"MakeAbsolutePath","1000db60","TCString MakeAbsolutePath(TFileManager * this\, TCString * param_1)","26"
"GetWorkingDirectory","1000db80","TCString * GetWorkingDirectory(TFileManager * this)","6"
"SetSystemPath","1000db90","void SetSystemPath(TFileManager * this\, TCString * param_1)","32"
"GetSystemPath","1000dbb0","TCString * GetSystemPath(TFileManager * this)","6"
"DestroyFile","1000dbc0","void DestroyFile(TFileManager * this\, TFile * param_1)","20"
"TSysPathIter","1000dbe0","undefined TSysPathIter(TSysPathIter * this\, TSysPathIter * param_1)","19"
"TFileLexerUTF16","1000dc80","undefined TFileLexerUTF16(TFileLexerUTF16 * this)","170"
"TFileLexerUTF16","1000dd30","undefined TFileLexerUTF16(TFileLexerUTF16 * this\, TFile * param_1\, int param_2)","335"
"~TFileLexerUTF16","1000de90","void ~TFileLexerUTF16(TFileLexerUTF16 * this)","190"
"SetInputStream","1000df50","void SetInputStream(TFileLexerUTF16 * this\, TFile * param_1)","51"
"SetCharacterLookaheadSize","1000df90","void SetCharacterLookaheadSize(TFileLexerUTF16 * this\, int param_1)","210"
"Define","1000e070","void Define(TFileLexerUTF16 * this\, ushort * param_1)","257"
"Undef","1000e180","void Undef(TFileLexerUTF16 * this\, ushort * param_1)","100"
"IfDef","1000e1f0","bool IfDef(TFileLexerUTF16 * this\, ushort * param_1)","206"
"Expect","1000e2e0","bool Expect(TFileLexerUTF16 * this\, TokenType param_1)","246"
"Expect","1000e3e0","bool Expect(TFileLexerUTF16 * this\, TokenType param_1\, Token * param_2)","165"
"PeekNextToken","1000e490","Token PeekNextToken(TFileLexerUTF16 * this\, int param_1)","366"
"GetNextToken","1000e610","Token GetNextToken(TFileLexerUTF16 * this)","229"
"tostring","1000e700","char * tostring(TokenType param_1)","150"
"skipWhiteSpace","1000e7a0","void skipWhiteSpace(TFileLexerUTF16 * this)","2812"
"fillLookAhead","1000f4b0","void fillLookAhead(TFileLexerUTF16 * this)","61"
"ComputePreprocessorAllow","1000f4f0","bool ComputePreprocessorAllow(TFileLexerUTF16 * this)","60"
"get_next_token","1000f540","Token get_next_token(TFileLexerUTF16 * this)","5272"
"tostring","10010b00","TCString tostring(Token * this)","515"
"assign","10010d10","void assign(Token * this\, Token * param_1)","462"
"FUN_10010ee0","10010ee0","undefined FUN_10010ee0(void * this\, uint param_1)","336"
"FUN_10011030","10011030","undefined FUN_10011030(void * this\, uint param_1)","179"
"FUN_100110f0","100110f0","undefined FUN_100110f0(void * this\, uint param_1)","50"
"GetLastToken","10011180","Token GetLastToken(TFileLexerUTF16 * this)","28"
"DeinitialiseStatic","100111a0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","100111b0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","100111c0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","100111e0","TObject * CreateObject(void)","40"
"GetClass","10011210","TClass * GetClass(TFileLexerUTF16 * this)","6"
"FUN_10011220","10011220","int FUN_10011220(int * param_1)","148"
"operator=","100112d0","TMath * operator=(TMath * this\, TMath * param_1)","5"
"FMod","100112e0","float FMod(float param_1\, float param_2)","31"
"FastMod","10011300","int FastMod(int param_1\, int param_2)","158"
"BitShiftMod","100113b0","int BitShiftMod(int param_1\, int param_2)","118"
"ApproxPow","10011430","float ApproxPow(float param_1\, float param_2)","198"
"Ceil","10011500","float Ceil(float param_1)","27"
"Floor","10011520","float Floor(float param_1)","27"
"Round","10011540","float Round(float param_1)","27"
"Trunc","10011560","float Trunc(float param_1)","27"
"SetFPUControlWord","10011580","void SetFPUControlWord(ushort param_1)","12"
"GetFPUControlWord","10011590","ushort GetFPUControlWord(void)","17"
"IsNaN","100115b0","bool IsNaN(float param_1)","39"
"IsFinite","100115e0","bool IsFinite(float param_1)","39"
"RoundUpPow2","10011610","int RoundUpPow2(int param_1)","44"
"RoundDownPow2","10011640","int RoundDownPow2(int param_1)","30"
"IntLog2Up","10011660","int IntLog2Up(int param_1)","37"
"IntLog2","10011690","int IntLog2(int param_1)","23"
"IntToFloat","100116b0","float IntToFloat(int param_1)","7"
"FloatToInt","100116c0","int FloatToInt(float param_1)","27"
"RoundToInt","100116e0","int RoundToInt(float param_1)","21"
"ShrinkFloat","10011700","float ShrinkFloat(float param_1)","27"
"IntToFloatRaw","10011720","float IntToFloatRaw(int param_1)","7"
"FloatToIntRaw","10011730","int FloatToIntRaw(float param_1)","7"
"RadToDeg","10011740","float RadToDeg(float param_1)","19"
"DegToRad","10011760","float DegToRad(float param_1)","19"
"Abs","10011780","float Abs(float param_1)","9"
"Abs","10011790","uint Abs(uint param_1)","12"
"Abs","100117a0","int Abs(int param_1)","12"
"RSqrt","100117b0","float RSqrt(float param_1)","17"
"Sqrt","100117d0","float Sqrt(float param_1)","9"
"ATan2","100117e0","float ATan2(float param_1\, float param_2)","17"
"Tan","10011800","float Tan(float param_1)","15"
"Cos","10011810","float Cos(float param_1)","9"
"Sin","10011820","float Sin(float param_1)","9"
"operator=","10011830","TVector2 * operator=(TVector2 * this\, TVector2 * param_1)","19"
"CrossProduct","10011850","float CrossProduct(TVector2 * this\, TVector2 * param_1)","18"
"DotProduct","10011870","float DotProduct(TVector2 * this\, TVector2 * param_1)","18"
"Set","10011890","void Set(TVector2 * this\, float param_1\, float param_2)","16"
"operator!=","100118a0","bool operator!=(TVector2 * this\, TVector2 * param_1)","27"
"operator==","100118c0","bool operator==(TVector2 * this\, TVector2 * param_1)","17"
"operator/=","100118e0","TVector2 * operator/=(TVector2 * this\, float param_1)","21"
"operator/=","10011900","TVector2 * operator/=(TVector2 * this\, TVector2 * param_1)","21"
"operator*=","10011920","TVector2 * operator*=(TVector2 * this\, float param_1)","21"
"operator*=","10011940","TVector2 * operator*=(TVector2 * this\, TVector2 * param_1)","21"
"operator-=","10011960","TVector2 * operator-=(TVector2 * this\, TVector2 * param_1)","21"
"operator+=","10011980","TVector2 * operator+=(TVector2 * this\, TVector2 * param_1)","21"
"operator()","100119a0","float * operator()(TVector2 * this\, uint param_1)","10"
"operator()","100119b0","float * operator()(TVector2 * this\, uint param_1)","10"
"TVector2","100119c0","undefined TVector2(TVector2 * this\, float * param_1)","21"
"TVector2","100119e0","undefined TVector2(TVector2 * this\, float param_1\, float param_2)","26"
"TVector2","10011a00","undefined TVector2(TVector2 * this\, TVector2 * param_1)","19"
"TVector2","10011a20","undefined TVector2(TVector2 * this)","3"
"FUN_10011a30","10011a30","int * FUN_10011a30(void * this\, int * param_1\, TPWString * param_2\, undefined * param_3)","198"
"FUN_10011b00","10011b00","int * FUN_10011b00(void * this\, int * param_1\, TPWString * param_2)","194"
"FUN_10011bd0","10011bd0","undefined FUN_10011bd0(void * this\, int param_1\, int param_2)","644"
"FUN_10011e90","10011e90","undefined FUN_10011e90(void * this\, int * param_1)","161"
"operator=","10011f40","Token * operator=(Token * this\, Token * param_1)","21"
"~Token","10011f60","void ~Token(Token * this)","116"
"Token","10011fe0","undefined Token(Token * this\, int param_1\, uint param_2)","25"
"Token","10012000","undefined Token(Token * this\, int param_1\, float param_2)","25"
"Token","10012020","undefined Token(Token * this\, int param_1\, int param_2)","25"
"Token","10012040","undefined Token(Token * this\, int param_1)","18"
"Token","10012060","undefined Token(Token * this\, TokenType param_1\, int param_2\, TPWString * param_3)","197"
"Token","10012130","undefined Token(Token * this\, TokenType param_1\, int param_2)","91"
"Token","10012190","undefined Token(Token * this\, Token * param_1)","27"
"Token","100121b0","undefined Token(Token * this)","10"
"GetType","100121c0","TokenType GetType(Token * this)","3"
"GetLine","100121d0","int GetLine(Token * this)","4"
"GetFloat","100121e0","float GetFloat(Token * this)","59"
"GetUInteger","10012220","uint GetUInteger(Token * this)","59"
"GetInteger","10012260","int GetInteger(Token * this)","59"
"GetString","100122a0","TPWString * GetString(Token * this)","73"
"GetString","100122f0","TPWString * GetString(Token * this)","73"
"operator=","10012340","ParseError * operator=(ParseError * this\, ParseError * param_1)","19"
"ThrowError","10012360","void ThrowError(TFileLexerUTF16 * this\, char * param_1)","38"
"advance","10012390","void advance(TFileLexerUTF16 * this)","38"
"advance","100123c0","void advance(TFileLexerUTF16 * this\, int param_1)","86"
"peek","10012420","int peek(TFileLexerUTF16 * this)","10"
"peek","10012430","int peek(TFileLexerUTF16 * this\, int param_1)","81"
"GetParseErrorEmitter","10012490","TEmitter<class_Toshi::TFileLexerUTF16\,class_Toshi::TFileLexerUTF16::ParseError> * GetParseErrorEmitter(TFileLexerUTF16 * this)","9"
"SetOutputComments","100124a0","void SetOutputComments(TFileLexerUTF16 * this\, bool param_1)","10"
"TGenericEmitter","100124b0","undefined TGenericEmitter(TGenericEmitter * this\, TGenericEmitter * param_1)","25"
"operator=","100124d0","TWStringPool * operator=(TWStringPool * this\, TWStringPool * param_1)","21"
"TWStringPool","100124f0","undefined TWStringPool(TWStringPool * this\, TWStringPool * param_1)","28"
"operator=","10012510","TPWString * operator=(TPWString * this\, TPWString * param_1)","62"
"~TPWString","10012550","void ~TPWString(TPWString * this)","33"
"operator!=","10012580","bool operator!=(TPWString * this\, TPWString * param_1)","18"
"operator==","100125a0","bool operator==(TPWString * this\, TPWString * param_1)","18"
"operator->","100125c0","TWString * operator->(TPWString * this)","16"
"operator*","100125d0","TWString * operator*(TPWString * this)","16"
"operator_class_Toshi::TWString_const*","100125e0","TWString * operator_class_Toshi::TWString_const*(TPWString * this)","16"
"GetVolatileWString","100125f0","TWString * GetVolatileWString(TPWString * this)","102"
"GetWString","10012660","TWString * GetWString(TPWString * this)","16"
"GetStringPool","10012670","TWStringPool * GetStringPool(TPWString * this)","6"
"TPWString","10012680","undefined TPWString(TPWString * this\, TPooledWString * param_1)","17"
"TPWString","100126a0","undefined TPWString(TPWString * this\, TPWString * param_1)","27"
"TPWString","100126c0","undefined TPWString(TPWString * this)","9"
"GetFreeList","100126d0","TFreeList * GetFreeList(void)","6"
"operator_delete","100126e0","void operator_delete(void * param_1)","22"
"operator_new","10012700","void * operator_new(uint param_1\, void * param_2)","7"
"operator_new","10012710","void * operator_new(uint param_1)","22"
"operator_new","10012730","void * operator_new(uint param_1\, char * param_2\, int param_3)","22"
"operator=","10012750","Node * operator=(Node * this\, Node * param_1)","13"
"GetMaxFreeCount","10012760","int GetMaxFreeCount(TFreeList * this)","4"
"GetFreeCount","10012770","int GetFreeCount(TFreeList * this)","3"
"GetGrowSize","10012780","int GetGrowSize(TFreeList * this)","4"
"SetGrowSize","10012790","void SetGrowSize(TFreeList * this\, int param_1)","21"
"GetCapacity","100127b0","int GetCapacity(TFreeList * this)","4"
"FUN_100127c0","100127c0","undefined FUN_100127c0(void * this\, undefined4 * param_1)","121"
"TFileLexerUTF8","100128d0","undefined TFileLexerUTF8(TFileLexerUTF8 * this)","170"
"TFileLexerUTF8","10012980","undefined TFileLexerUTF8(TFileLexerUTF8 * this\, TFile * a_pInputStream\, int a_iTokenLookaheadSize)","335"
"~TFileLexerUTF8","10012ae0","void ~TFileLexerUTF8(TFileLexerUTF8 * this)","190"
"SetInputStream","10012ba0","void SetInputStream(TFileLexerUTF8 * this\, TFile * param_1)","51"
"SetCharacterLookaheadSize","10012be0","void SetCharacterLookaheadSize(TFileLexerUTF8 * this\, int a_iLookaheadSize)","210"
"Define","10012cc0","void Define(TFileLexerUTF8 * this\, char * param_1)","257"
"Undef","10012dd0","void Undef(TFileLexerUTF8 * this\, char * param_1)","100"
"IfDef","10012e40","bool IfDef(TFileLexerUTF8 * this\, char * param_1)","206"
"Expect","10012f30","bool Expect(TFileLexerUTF8 * this\, TokenType param_1)","246"
"Expect","10013030","bool Expect(TFileLexerUTF8 * this\, TokenType param_1\, Token * param_2)","165"
"PeekNextToken","100130e0","Token * PeekNextToken(TFileLexerUTF8 * this\, Token * __return_storage_ptr__\, int a_iDistance)","366"
"GetNextToken","10013260","Token * GetNextToken(TFileLexerUTF8 * this\, Token * __return_storage_ptr__)","229"
"tostring","10013350","char * tostring(TokenType param_1)","150"
"skipWhiteSpace","100133f0","void skipWhiteSpace(TFileLexerUTF8 * this)","2810"
"fillLookAhead","100140f0","void fillLookAhead(TFileLexerUTF8 * this)","61"
"ComputePreprocessorAllow","10014130","bool ComputePreprocessorAllow(TFileLexerUTF8 * this)","60"
"get_next_token","10014180","Token * get_next_token(TFileLexerUTF8 * this\, Token * __return_storage_ptr__)","5256"
"tostring","10015730","TCString tostring(Token * this)","481"
"assign","10015920","void assign(Token * this\, Token * param_1)","462"
"FUN_10015af0","10015af0","undefined FUN_10015af0(void * this\, uint param_1)","336"
"FUN_10015c40","10015c40","undefined FUN_10015c40(void * this\, uint param_1)","179"
"FUN_10015d00","10015d00","undefined FUN_10015d00(void * this\, uint param_1)","50"
"GetLastToken","10015d90","Token * GetLastToken(TFileLexerUTF8 * this\, Token * __return_storage_ptr__)","28"
"DeinitialiseStatic","10015db0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","10015dc0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","10015dd0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","10015df0","TObject * CreateObject(void)","40"
"GetClass","10015e20","TClass * GetClass(TFileLexerUTF8 * this)","6"
"FUN_10015e30","10015e30","int FUN_10015e30(int * param_1)","148"
"FUN_10015ee0","10015ee0","int * FUN_10015ee0(void * this\, int * param_1\, TPCString * param_2\, bool * param_3)","198"
"FUN_10015fb0","10015fb0","int * FUN_10015fb0(void * this\, int * param_1\, TPCString * param_2)","194"
"FUN_10016080","10016080","undefined FUN_10016080(void * this\, int param_1\, int param_2)","644"
"FUN_10016340","10016340","undefined FUN_10016340(void * this\, int * param_1)","161"
"operator=","100163f0","Token * operator=(Token * this\, Token * param_1)","21"
"~Token","10016410","void ~Token(Token * this)","116"
"Token","10016490","undefined Token(Token * this\, int param_1\, uint param_2)","25"
"Token","100164b0","undefined Token(Token * this\, int param_1\, float param_2)","25"
"Token","100164d0","undefined Token(Token * this\, int param_1\, int param_2)","25"
"Token","100164f0","undefined Token(Token * this\, int param_1)","18"
"Token","10016510","undefined Token(Token * this\, TokenType param_1\, int param_2\, TPCString * param_3)","197"
"Token","100165e0","undefined Token(Token * this\, TokenType param_1\, int param_2)","91"
"Token","10016640","undefined Token(Token * this\, Token * param_1)","27"
"Token","10016660","undefined Token(Token * this)","10"
"GetType","10016670","TokenType GetType(Token * this)","3"
"GetLine","10016680","int GetLine(Token * this)","4"
"GetFloat","10016690","float GetFloat(Token * this)","59"
"GetUInteger","100166d0","uint GetUInteger(Token * this)","59"
"GetInteger","10016710","int GetInteger(Token * this)","59"
"GetString","10016750","TPCString * GetString(Token * this)","73"
"GetString","100167a0","TPCString * GetString(Token * this)","73"
"operator=","100167f0","ParseError * operator=(ParseError * this\, ParseError * param_1)","19"
"ThrowError","10016810","void ThrowError(TFileLexerUTF8 * this\, char * param_1)","38"
"advance","10016840","void advance(TFileLexerUTF8 * this)","38"
"advance","10016870","void advance(TFileLexerUTF8 * this\, int param_1)","86"
"peek","100168d0","int peek(TFileLexerUTF8 * this)","10"
"peek","100168e0","int peek(TFileLexerUTF8 * this\, int param_1)","81"
"GetParseErrorEmitter","10016940","TEmitter<class_Toshi::TFileLexerUTF8\,class_Toshi::TFileLexerUTF8::ParseError> * GetParseErrorEmitter(TFileLexerUTF8 * this)","9"
"SetOutputComments","10016950","void SetOutputComments(TFileLexerUTF8 * this\, bool param_1)","10"
"operator=","10016960","TCStringPool * operator=(TCStringPool * this\, TCStringPool * param_1)","21"
"TCStringPool","10016980","undefined TCStringPool(TCStringPool * this\, TCStringPool * param_1)","28"
"operator=","100169a0","TPCString * operator=(TPCString * this\, TPCString * param_1)","62"
"~TPCString","100169e0","void ~TPCString(TPCString * this)","33"
"operator<","10016a10","bool operator<(TPCString * this\, TPCString * param_1)","20"
"operator!=","10016a30","bool operator!=(TPCString * this\, TPCString * param_1)","18"
"operator==","10016a50","bool operator==(TPCString * this\, TPCString * param_1)","18"
"operator->","10016a70","TCString * operator->(TPCString * this)","16"
"operator*","10016a80","TCString * operator*(TPCString * this)","16"
"operator_class_Toshi::TCString_const*","10016a90","TCString * operator_class_Toshi::TCString_const*(TPCString * this)","16"
"GetVolatileCString","10016aa0","TCString * GetVolatileCString(TPCString * this)","108"
"IsEmpty","10016b20","bool IsEmpty(TPCString * this)","28"
"GetCString","10016b40","TCString * GetCString(TPCString * this)","16"
"GetStringPool","10016b50","TCStringPool * GetStringPool(TPCString * this)","6"
"TPCString","10016b60","undefined TPCString(TPCString * this\, TPooledCString * param_1)","17"
"TPCString","10016b80","undefined TPCString(TPCString * this\, TPCString * param_1)","27"
"TPCString","10016ba0","undefined TPCString(TPCString * this)","9"
"GetFreeList","10016bb0","TFreeList * GetFreeList(void)","6"
"operator_delete","10016bc0","void operator_delete(void * param_1)","22"
"operator_new","10016be0","void * operator_new(uint param_1\, void * param_2)","7"
"operator_new","10016bf0","void * operator_new(uint param_1)","22"
"operator_new","10016c10","void * operator_new(uint param_1\, char * param_2\, int param_3)","22"
"FUN_10016c30","10016c30","undefined FUN_10016c30(void * this\, undefined4 * param_1)","121"
"TNullFileSystem","10016d40","undefined TNullFileSystem(TNullFileSystem * this\, char * param_1)","108"
"~TNullFileSystem","10016db0","void ~TNullFileSystem(TNullFileSystem * this)","104"
"CreateFile","10016e20","TFile * CreateFile(TNullFileSystem * this\, TCString * param_1\, uint param_2)","104"
"DestroyFile","10016e90","void DestroyFile(TNullFileSystem * this\, TFile * param_1)","33"
"VCPrintf","10016ec0","int VCPrintf(TNullFile * this\, char * param_1\, char * param_2)","84"
"VWPrintf","10016f20","int VWPrintf(TNullFile * this\, ushort * param_1\, char * param_2)","92"
"Close","10016f80","void Close(TNullFile * this)","1"
"Open","10016f90","bool Open(TNullFile * this\, TCString * param_1\, uint param_2)","8"
"~TNullFile","10016fa0","void ~TNullFile(TNullFile * this)","16"
"TNullFile","10016fb0","undefined TNullFile(TNullFile * this\, TNullFileSystem * param_1)","34"
"PutWChar","10016fe0","int PutWChar(TNullFile * this\, ushort param_1)","33"
"PutCChar","10017010","int PutCChar(TNullFile * this\, char param_1)","33"
"GetWChar","10017040","int GetWChar(TNullFile * this)","33"
"GetCChar","10017070","int GetCChar(TNullFile * this)","33"
"GetSize","100170a0","int GetSize(TNullFile * this)","3"
"Tell","100170b0","int Tell(TNullFile * this)","3"
"Seek","100170c0","bool Seek(TNullFile * this\, int param_1\, TSEEK param_2)","8"
"Write","100170d0","int Write(TNullFile * this\, void * param_1\, int param_2)","10"
"Read","100170e0","int Read(TNullFile * this\, void * param_1\, int param_2)","8"
"MakeInternalPath","100170f0","TCString MakeInternalPath(TNullFileSystem * this\, TCString * param_1)","18"
"operator=","10017190","TNullFile * operator=(TNullFile * this\, TNullFile * param_1)","27"
"TNullFile","100171b0","undefined TNullFile(TNullFile * this\, TNullFile * param_1)","39"
"GetBytesWritten","100171e0","int GetBytesWritten(TNullFile * this)","4"
"operator=","100171f0","TNullFileSystem * operator=(TNullFileSystem * this\, TNullFileSystem * param_1)","65"
